Identifier,ground_truth,prediction,confidence,chosen_text,chosen_source
WM-1933-08-02-0004_22_Column-21-89,ام سنديري سلاين درڤد ايات٢,س’am سنديري سلاين درڤد ايات٢,0.733583772407039,ام سنديري سلاين درڤد ايات٢,GT
0009_warmal_19380527_0001_77,سورتخبر٢ دان مجله٢ ايت بايک⹁,سورتخبر٢ دان مجله٢ ايت بايك، ,0.9675884208787682,سورتخبر٢ دان مجله٢ ايت بايك، ,PRED
UM-1963-08-23-05-21-Column-50-27,يڠ دجدوالکن اکن دادکن فاݢي,دحدها الوين انك ددکن فکي,0.45113490033086007,يڠ دجدوالکن اکن دادکن فاݢي,GT
WM-1933-08-02-0006_33_Column-32-1,6 جنس ݢارم ددالم کراشن ايت,6 جنس ݢارم ددالم کراشن ايت,0.9114279539698565,6 جنس ݢارم ددالم کراشن ايت,PRED
WM-1933-08-02-0001_3_Column-3-15,لاين٢ نبي سمواڽ عليهم السلام,لاين٢ نبي سمواً عليهم السلام ,0.7595193448689471,لاين٢ نبي سمواڽ عليهم السلام,GT
WM-1933-08-02-0008_44_Column-42-55,مماسوقکن ستڠه٢ يهودي يترب دان,ماسوقکن ستڠه٢ يهودي يترب دان,0.8635983750357038,مماسوقکن ستڠه٢ يهودي يترب دان,GT
0004_warmal_19380301_0002_73,ايت اداله سئورڠ فرمفوان مودا يڠ,يت اداله سئورڠ فرمفوان مودايڠ,0.8737132039028699,ايت اداله سئورڠ فرمفوان مودا يڠ,GT
WM-1933-08-02-0007_38_Column-36-2,جواتنکواس٢ ايران دان افغانستان,جوانتکواس ٢ ايران دان اڤفاستان,0.7818496948732159,جواتنکواس٢ ايران دان افغانستان,GT
0008_warmal_19380526_0002_68,6. فرسوراتن ملايو تيدق لواس,6. فرسوراتن ملايو تيدق لواس,0.9489321438278117,6. فرسوراتن ملايو تيدق لواس,PRED
0007_warmal_19380526_0001_37,نسچاي ڽات دکتاڽ کلدي,نسچاي ڽات دکتاڽ کلدي,0.8738796094077717,نسچاي ڽات دکتاڽ کلدي,PRED
WM-1933-08-02-0006_33_Column-32-32,تتڤ سرت منولڠڽ مڠهاڤوسکن,نتڤ سرت منولڠ مڠهافوسکن,0.888172339640949,تتڤ سرت منولڠڽ مڠهاڤوسکن,GT
WM-1933-08-02-0002_8_Column-8-53,کية ممبري اوچاڤن مڠهيبورکن انق٢ڽ,کية ممبري اوجافن مڠهيبور کن انت ال,0.7701900086851895,کية ممبري اوچاڤن مڠهيبورکن انق٢ڽ,GT
0001_warmal_19380105_0001_56,مريکئيت ڤون داتڠ مک کيتاله,مريكئيت فون داتڠ مك کيتاله ,0.9382000405066433,مريكئيت فون داتڠ مك کيتاله ,PRED
0009_warmal_19380527_0001_54,دڠن سکارڠ تله برتمبه ماجو,دڠن سکارڠ تله برتمه ماجو,0.9511065148340608,دڠن سکارڠ تله برتمه ماجو,PRED
WM-1933-08-02-0007_39_Column-37-73,انچيءعبدالجليل يڠدکاڤيتي,انجي، عبدالجليل يڠدکافيتي ,0.8444335625249908,انچيءعبدالجليل يڠدکاڤيتي,GT
0001_warmal_19380105_0001_6,منه وکلمته القاها الى مريم هڠݢ,منه وكلمته القاها الى مريم هافك,0.7448421456457377,منه وکلمته القاها الى مريم هڠݢ,GT
0010_warmal_19380527_0002_18,تروڠ فيفية - يأيت تياد فرنه تيڠݢي,تروع فيفية - يأيت تياد فرنه تيڠکي,0.8301283143079936,تروڠ فيفية - يأيت تياد فرنه تيڠݢي,GT
WM-1933-08-02-0002_5_Column-5-18,السبکي ڤد کتوجه ڤوله ليم تاهون,السبکي فد کتوجه قوله ليم تاهون,0.8525482563177686,السبکي ڤد کتوجه ڤوله ليم تاهون,GT
UM-1963-08-14-09-16-Column-15-16,هندق منچاري فکرجأن اتو ماهو مناورکن ديري انتوق بکرج منچاري سوداراء منچاري,منجاري سوداني، منتجي فركانج اتو ماهو مناورن ديري انوق بکرج.,0.6614296311752277,هندق منچاري فکرجأن اتو ماهو مناورکن ديري انتوق بکرج منچاري سوداراء منچاري,GT
0001_warmal_19380105_0001_112,يأيت ارتيڽ اکن اد دانتارا,بايت ارتيڽ اکن اد دانترا,0.9202767865198109,بايت ارتيڽ اکن اد دانترا,PRED
UM-1963-08-16-01-16-Column-16-2,فمبهاݢين کروسي,فمبهاك سکروسي ,0.5637282365952794,فمبهاݢين کروسي,GT
WM-1933-08-02-0007_39_Column-37-59,اڠݢريس يڠ کمدين دترجمهکن,افݢريس يڠ کمدين دترجهکن,0.8093261034861431,اڠݢريس يڠ کمدين دترجمهکن,GT
WM-1933-08-02-0006_35_Column-34-37,مالم اول دبوک لبه کورڠ 10 تاهون,مالم اول دبوك لبه کورڠ 10 تاهون,0.8851922480242452,مالم اول دبوک لبه کورڠ 10 تاهون,GT
UM-1963-08-20-01-10-Column-46-2,برکات بهوا سکيراڽ مليسيا,مركبات بهوا سکران ملیسا,0.6401491393088374,برکات بهوا سکيراڽ مليسيا,GT
WM-1933-08-02-0008_46_Column-44-51,تيدق شک لاݢي داتڠڽ ايت ملينکن,تيدق شك لاتڠي داتڠن اينت ساينکن,0.7820659535530439,تيدق شک لاݢي داتڠڽ ايت ملينکن,GT
WM-1933-08-02-0005_29_Column-28-15,کمدين اي برکات٢ برکنأن,کمدين اي بركات٢ بركأن,0.8120787253091163,کمدين اي برکات٢ برکنأن,GT
0006_warmal_19380420_0002_26,سئورڠ فردان منتري يڠ سهابيس٢,سؤولڠ فردان منتري يڠ سهابيس٢,0.8414578223532575,سئورڠ فردان منتري يڠ سهابيس٢,GT
0005_warmal_19380420_0001_79,کريساوان.,کريساوان.,0.8929280112532905,کريساوان.,PRED
WM-1933-08-02-0006_30_Column-29-91,تمڤت برماين سڤاتو برليريڠ.,تمڤت برماين سفاتو برليريڠ. ,0.7862667072851354,تمڤت برماين سڤاتو برليريڠ.,GT
0002_warmal_19380105_0002_80,اوله کراجأن. دالم تاهون 1935 توکيه,اوله کراجأن ب دالمتاهون 1935 توکيه,0.8445141543032592,اوله کراجأن. دالم تاهون 1935 توکيه,GT
0001_warmal_19380105_0001_27,دليهة دان دامبيل اف٢ يڠددالمڽ,دليهة دان دامبيل اف٢ يڠددالمڽ,0.8670944553743968,دليهة دان دامبيل اف٢ يڠددالمڽ,PRED
UM-1963-08-23-09-17-Column-56-21,سيڠافورا 22 اوݢسة ساتو,22 оксана,0.344937240013658,سيڠافورا 22 اوݢسة ساتو,GT
0002_warmal_19380105_0002_78,مڠڠکة بارڠ٢ جوالنڽ دري کوالا,مڠکة بارڠ٢ جوالنڽ دري کوالا,0.9036423275961168,مڠکة بارڠ٢ جوالنڽ دري کوالا,PRED
UM-1963-08-20-01-2-Column-47-0,کوالا لمفور 19 اوݢسة –,کولاکفر 10 اوكسی ب,0.48393776444981434,کوالا لمفور 19 اوݢسة –,GT
WM-1933-08-02-0005_29_Column-28-0,ايله کران برجيبه دان رات برسلاهن٢,ايله کران برجيه دان رات برسلاهن٢,0.9254651320222037,ايله کران برجيه دان رات برسلاهن٢,PRED
WM-1933-08-02-0004_26_Column-25-16,اڤبيل جالن مڠوتيڤ زکات دان,اقيل جالن مڠوتيف زکات دان,0.8307707259512477,اڤبيل جالن مڠوتيڤ زکات دان,GT
0009_warmal_19380527_0001_112,سربوق دويةس ايت سنڠ دݢوناکن دان,سربوق دويةس ايت سڠ دݢوناکن دان,0.8754219952812414,سربوق دويةس ايت سنڠ دݢوناکن دان,GT
WM-1933-08-02-0008_45_Column-43-11,يڠ بنر دان اعتقاد يڠ سمفرن.,يڠ بنر دان اقتاد يڠ سمفرن. ,0.8563086661779692,يڠ بنر دان اعتقاد يڠ سمفرن.,GT
WM-1933-08-02-0007_42_Column-40-6,ددالم جواتن کراجأن منجادي ڤنولڠ,ددالم جواتن کراجأن منجادي ڤنولڠ,0.8707132082962653,ددالم جواتن کراجأن منجادي ڤنولڠ,PRED
WM-1933-08-02-0006_32_Column-31-94,(ميم) ايس. جي. بي.,(ميم) ايس. جي. بي.,0.7760054460889163,(ميم) ايس. جي. بي.,PRED
0010_warmal_19380527_0002_66,ترجمه بتول دري بهاس لاين - چارا,ترجمه بتول دري بهاس لاين - چارا,0.9269158346134796,ترجمه بتول دري بهاس لاين - چارا,PRED
0008_warmal_19380526_0002_126,دبايککي دچف چارا سکارڠ دڠن,دباݢکي دجف چارا سکارڠ دڠن,0.8455643168599718,دبايککي دچف چارا سکارڠ دڠن,GT
UM-1963-08-26-10-17-Column-77-5,حاج حسن، مرڠکف فݢوي, حاج حسن مركف فکري ,0.5153072055498309,حاج حسن، مرڠکف فݢوي,GT
WM-1933-08-02-0007_42_Column-40-52,دان 1915 اي تله خاص برهرݢ ڤد,دان 1915 اي تله خاص برهرݢ قد,0.947171778266092,دان 1915 اي تله خاص برهرݢ قد,PRED
0005_warmal_19380420_0001_56,سوداراڽ فد ماس اي ددالم کبسرانڽ ايت,سوداران فد ماس اي دالم کبسرانڽ ايت,0.815700645121734,سوداراڽ فد ماس اي ددالم کبسرانڽ ايت,GT
0005_warmal_19380420_0001_108,کات حاج بصير کمدين يڠ ددعوا برتاڽ,کات حاج بصير کمدين يڠددعوا برتاڽ,0.9424981424084774,کات حاج بصير کمدين يڠددعوا برتاڽ,PRED
UM-1963-08-14-05-17-Column-5-1,خديجه صديق,خديجه صديق,0.7789978196754651,خديجه صديق,PRED
0002_warmal_19380105_0002_105,اومني بس کمفني لميتيد ممباوا اورڠ٢,روني بس کمفني لميتهم باول اورڠ٢,0.745742052818955,اومني بس کمفني لميتيد ممباوا اورڠ٢,GT
UM-1963-08-23-07-18-Column-58-53,اورڠ باکة بارو تله داوجي,اورڠ باکا نارو سله داوجي,0.7975798845468903,اورڠ باکة بارو تله داوجي,GT
UM-1963-08-26-08-24-Column-72-52,بڠساون داودارا، 11 ديندڠ,11 دينڠ,0.7225816484344152,بڠساون داودارا، 11 ديندڠ,GT
0006_warmal_19380420_0002_46,"تراسيڠ بدنڽ درفد بيسيڠ, سرتفول لبه سمفرن",تراسيڠ بدنڽ درفد يبسيڠ، سرتفول لبه سمفرڽ,0.8947149149919627,"تراسيڠ بدنڽ درفد بيسيڠ, سرتفول لبه سمفرن",GT
UM-1963-08-23-09-31-Column-58-65,مجلس بليا دأيره فونتيان کران مربوة فيالا فوسيڠن يڠ مان فد, مجلس بلنا دابره فونيتان کران مربوة فيالا فوسڠ يڠ مان ,0.7047897552236988,مجلس بليا دأيره فونتيان کران مربوة فيالا فوسيڠن يڠ مان فد,GT
UM-1963-08-14-03-6-Column-3-19,توان سيد علي السقاف،,وان سيد علي السقاف. ,0.8177307720608621,توان سيد علي السقاف،,GT
UM-1963-08-20-01-2-Column-47-9,دوتا بسسر اندونيسيا,وتا بسسر الدولاسيا,0.6247579943058191,دوتا بسسر اندونيسيا,GT
0001_warmal_19380105_0001_101,داود دان الترمذي تله کلوارکن,داود دان الترمذي تله کلوارکن ,0.9344079538767295,داود دان الترمذي تله کلوارکن ,PRED
WM-1933-08-02-0008_45_Column-43-33,ايتوله دلقبکن سبأ دان اي جوݢ يڠ,ايتوله دلقبکن سبأ دان اي جوݢيڠ,0.9008990726520334,ايتوله دلقبکن سبأ دان اي جوݢ يڠ,GT
UM-1963-08-17-01-19-Column-32-68,سرت مپالهکن فريسيدنة,سترت مالکه فرسندنة,0.48850893835763104,سرت مپالهکن فريسيدنة,GT
0005_warmal_19380420_0001_94,بن موبين دڠن ممنتأ دباير واڠ توني کران,بن موبين دڠن ممنتأ دباير واڠ توني کران,0.9157432544021363,بن موبين دڠن ممنتأ دباير واڠ توني کران,PRED
0002_warmal_19380105_0002_139,لمفور سورة فرمنتأن ايت تله دهنتر,لمفور سورة فرمنتأنا ايت تله دهنتر,0.8826562800506597,لمفور سورة فرمنتأن ايت تله دهنتر,GT
WM-1933-08-02-0003_19_Column-18-2,يڠامت مليا تڠکو عبدالرحمن,يڠامت مليا تڠکو عبدالرحمن,0.8772258973414522,يڠامت مليا تڠکو عبدالرحمن,PRED
UM-1963-08-23-04-18-Column-54-2,بوکن تڠݢوڠجواب,بوڠن تڠکوڠوات,0.6494340003684157,بوکن تڠݢوڠجواب,GT
0007_warmal_19380526_0001_39,تيڤ٢ هاري جمعت مڠندوڠي 36 موک دڠن,تيڤ٢ هاري جمعت مڠندوڠي 36 موك دڠن,0.9387298851438494,تيڤ٢ هاري جمعت مڠندوڠي 36 موك دڠن,PRED
0008_warmal_19380526_0002_94,ران بڠسا لاين - دق اد براف,فيکران بفسا لاين - تيدق اد براف  ,0.8185791743986457,ران بڠسا لاين - دق اد براف,GT
WM-1933-08-02-0003_11_Column-11-79,ڤمنداڠن٢ برورن يڠ چنتيق,قمنداڠ٢ برورون يڠ چشيق. ,0.7551025590914205,ڤمنداڠن٢ برورن يڠ چنتيق,GT
WM-1933-08-02-0007_39_Column-37-33,بريتيش ريسيدنت دان ميم لندن,بريتيڽ٢ن سيسيدنت دان ميم لندن,0.5816618573055461,بريتيش ريسيدنت دان ميم لندن,GT
UM-1963-08-14-05-28-Column-8-15,کمونکينن بهوا ککاچوان اکن,کمونکيني بهوا کلاجون اکن,0.754357973956129,کمونکينن بهوا ککاچوان اکن,GT
UM-1963-08-17-05-19-Column-37-8,دڠن فيندأن فرلمبݢأن ايت,دڠ فينيدن فرلمبکا ايت,0.7931557422255163,دڠن فيندأن فرلمبݢأن ايت,GT
UM-1963-08-26-09-4-Column-75-5,تاتا نݢارا اسلام,تاتا تکارا اسلام,0.7607992314640738,تاتا نݢارا اسلام,GT
0002_warmal_19380105_0002_125,اوله بڠسا ملايوفول مڠيکوة سبݢيمان,وله بڠسا ملايفول شيكوة سبکيمان,0.8908767016926397,اوله بڠسا ملايوفول مڠيکوة سبݢيمان,GT
0004_warmal_19380301_0002_122,سئورڠ فرمفوان يڠتربيلڠ کچنتيقکنڽ,ستورڠ فرمفوان يڠتربيلڠ کچنتيقکنڽ,0.8715757637185271,سئورڠ فرمفوان يڠتربيلڠ کچنتيقکنڽ,GT
UM-1963-08-14-05-25-Column-7-19,کسلامتن دالم نݢري سباپق,کسلانتن دالن مكري سيباڽ,0.5683244813588121,کسلامتن دالم نݢري سباپق,GT
0006_warmal_19380420_0002_15,ککوستن فرکارا ججاهن٢.,ککوستن فرکارا ججاهن٢.,0.8690292866886064,ککوستن فرکارا ججاهن٢.,PRED
UM-1963-08-14-06-69-Column-10-28,کتاڽ، اورڠ٢ يڠ مننتڠ,کنکا. اورون٢ نڠ مڠنتڠ,0.5369987501510269,کتاڽ، اورڠ٢ يڠ مننتڠ,GT
WM-1933-08-02-0004_26_Column-25-49,سکالي جالن مڽمڤيکنڽ کڤد اورڠ٢,سکالي جالن مڠفيکنڽ کفد اورڠ٢.,0.8203522642570912,سکالي جالن مڽمڤيکنڽ کڤد اورڠ٢,GT
WM-1933-08-02-0001_4_Column-4-87,کمدين ليهتله ڤراسأن٢ هلوب,کمدين ليهتله فراسأن٢ هلوب,0.784818245784706,کمدين ليهتله ڤراسأن٢ هلوب,GT
UM-1963-08-23-08-14-Column-53-20,فنراڠن فربد نن تابوڠ باکل٢, نڠتڠن فردينن تابڠ باݢ ,0.5139659734443299,فنراڠن فربد نن تابوڠ باکل٢,GT
0008_warmal_19380526_0002_17,مڠاجر، يڠ ساي هندق چاکفکن اين,مڠاجر، يڠ ساي هندق چاکفکن اين,0.9405412354037751,مڠاجر، يڠ ساي هندق چاکفکن اين,PRED
WM-1933-08-02-0008_44_Column-42-6,محمد صلى الله عليه وسلم ـ کڽتأن, محمد صلى الله عليه وسلم - کيتأن ,0.8785518667880299,محمد صلى الله عليه وسلم ـ کڽتأن,GT
0001_warmal_19380105_0001_131,دان اي تله دکلوارکن اوله احمد,دان اي تله دکلوارکن اوله احمد ,0.954881369332105,دان اي تله دکلوارکن اوله احمد ,PRED
WM-1933-08-02-0006_33_Column-32-86,ايت اکن هيلڠ جوݢک. 22.K.S,K.S.22 ابت اکن هيلڠ جوك,0.7399809206730225,ايت اکن هيلڠ جوݢک. 22.K.S,GT
UM-1963-08-23-07-33-Column-59-2,سنيواتي سعديه,ڽنتوي سعده,0.4739560778234109,سنيواتي سعديه,GT
UM-1963-08-16-03-45-Column-22-11,"جوهر، برکات: ""تارين","جوهر. بسرات: ""نارين""",0.8271333064053008,"جوهر، برکات: ""تارين",GT
UM-1963-08-17-08-24-Column-46-2,داتوء بندر نافيکن,دانو ندر نافکن,0.6790291764440131,داتوء بندر نافيکن,GT
WM-1933-08-02-0005_28_Column-27-90,مڽمبوتکن ترݢندالا دان تربڠکالي,ممبوتکن ترݢندالا دان تربڠالي,0.7678399755884359,مڽمبوتکن ترݢندالا دان تربڠکالي,GT
UM-1963-08-17-05-26-Column-38-16,؟بهاݢيکن سميڠݢو دولو.,تهأيکن سيڤکو دولو,0.5327679493518388,؟بهاݢيکن سميڠݢو دولو.,GT
UM-1963-08-16-04-33-Column-25-6,1. افکه حکوم ممباچ اصلى,. اتهکوم ممبا صلي,0.4675773492024319,1. افکه حکوم ممباچ اصلى,GT
0005_warmal_19380420_0001_23,کامو تنتوت اکندي دان بومور يڠ مننتوت,کامو تنتوت اکندي دان بومور يڠ مننتوت,0.9709880355804414,کامو تنتوت اکندي دان بومور يڠ مننتوت,PRED
0008_warmal_19380526_0002_108,عرب سفرت الف ليله، رڠکس,عرب سفرت الف ليله، رڠکس,0.9348539464047744,عرب سفرت الف ليله، رڠکس,PRED
WM-1933-08-02-0001_4_Column-4-97,(سمبوڠنڽ ڤد موک 6),(سميوڠنن فد موك(6)),0.8245258871228028,(سمبوڠنڽ ڤد موک 6),GT
0005_warmal_19380420_0001_65,(130) هيدوڤ ددالم دامي ايت اد لبه,(130) هيدوف دالم دامي ايت اد لبه,0.9508701520030979,(130) هيدوف دالم دامي ايت اد لبه,PRED
0001_warmal_19380105_0001_118,ابو داود، الترمذي دان ابن حبان.,ابو داود، الفرمدي دان ابن حبان. ,0.8821636320149912,ابو داود، الترمذي دان ابن حبان.,GT
UM-1963-08-14-05-34-Column-9-13,کمدين باڠسون فول فوان,کمين بائمون فول فورن,0.5698956139995888,کمدين باڠسون فول فوان,GT
0004_warmal_19380301_0002_121,ددالم محکمه بهوا فرمفوان ايت اياله,ددالم محکمه بهوا فرمفوان ايت اياله,0.9165687190660667,ددالم محکمه بهوا فرمفوان ايت اياله,PRED
UM-1963-08-23-09-31-Column-58-3,فونتيان 22 ا ݢسة – فاسوقکن بليا سيفق راݢ جاريڠ تلوق,فوتيني 22 اوكسرة - فاسوفنک بنيا سفق راک جارڠ نلوق,0.7273903873328315,فونتيان 22 ا ݢسة – فاسوقکن بليا سيفق راݢ جاريڠ تلوق,GT
0001_warmal_19380105_0001_94,تله برخبر کفد کيت يأيت تياد,تله برخبر کفد کيت يأيت تياك,0.7562215626031532,تله برخبر کفد کيت يأيت تياد,GT
WM-1933-08-02-0006_35_Column-34-83,اوݢست بݢيمان يڠترسبوت داتس,ولوݢست بݢمان يڠترسبوت داتس,0.7741372182838668,اوݢست بݢيمان يڠترسبوت داتس,GT
UM-1963-08-23-08-26-Column-61-40,"""ساي مڽسل دان مالو""","""سيئي مسل دان مال.""",0.6542586137243256,"""ساي مڽسل دان مالو""",GT
UM-1963-08-17-05-19-Column-37-15,دان تيدق بوله برچاکف,ن تيدق بوله برچافن,0.723498505699196,دان تيدق بوله برچاکف,GT
0002_warmal_19380105_0002_16,مکانن تتافي فرنيکأن يڠ ممبري,مکانن تتافي فريکأن يڠ ممبري,0.9443693546631017,مکانن تتافي فريکأن يڠ ممبري,PRED
0010_warmal_19380527_0002_73,مڠݢمبرکن حال اورڠ٢ بڠسا ايت،,مڠݢمبرکن حال اورڠ٢ بفسا ايت، ,0.9566789332547877,مڠݢمبرکن حال اورڠ٢ بفسا ايت، ,PRED
WM-1933-08-02-0006_35_Column-34-78,هاري سمبوتن تاهون يڠکسڤوله,هاري سبوتن تاهون يڠکسلوله ,0.8261938360577588,هاري سمبوتن تاهون يڠکسڤوله,GT
WM-1933-08-02-0006_35_Column-34-74,تيدق دهيتوڠکن بلنجا بهوا ڤرماينن٢,تيدق دهيتوڠکن بلنجابهواڤرماين٢,0.8867171388669728,تيدق دهيتوڠکن بلنجا بهوا ڤرماينن٢,GT
UM-1963-08-17-05-19-Column-37-12,اورڠ ملايا هاڽ برچاکف ملايو,الزورق مليا هان برجاک ملوي,0.607813866902647,اورڠ ملايا هاڽ برچاکف ملايو,GT
WM-1933-08-02-0001_3_Column-3-73,سوات دان سݢل يڠدعالم درايت ايله,سوات دان سݢل بڠدهالم درايت ايله,0.8689019932815275,سوات دان سݢل يڠدعالم درايت ايله,GT
0009_warmal_19380527_0001_28,شعرڽ باݢوس -چريتا متمات ݢلف,شعرن باݢوس - چريتا متمات ݢلف ,0.9254400094125033,شعرن باݢوس - چريتا متمات ݢلف ,PRED
WM-1933-08-02-0002_7_Column-7-86,ريبو.,.ريبو.,0.7242870088614273,ريبو.,GT
UM-1963-08-16-04-8-Column-26-23,فربحاثن ايت دادکن باݢي مننتوکن سمأد کندوڠن کتاب قصص الانبياء ايت مڽلاهي,Ferihan ait Dadaşın baki منتوكon Sâmad Kınduğon kətab qəsri انبا. Aيت Məhələ,0.4078119041326842,فربحاثن ايت دادکن باݢي مننتوکن سمأد کندوڠن کتاب قصص الانبياء ايت مڽلاهي,GT
0002_warmal_19380105_0002_108,تله دباليڠ اوله اورڠ دڠن بوتل,تله دهاليڠ اوله اورڠ دڠن بوتل,0.9117469847042329,تله دهاليڠ اوله اورڠ دڠن بوتل,PRED
0008_warmal_19380526_0002_84,دان فرامفمأن سهاج - تتاڤي اين بهارو,دان فرامفمان سهاج - تتاني اين بهارو,0.8607355354570072,دان فرامفمأن سهاج - تتاڤي اين بهارو,GT
WM-1933-08-02-0006_34_Column-33-71,خميس. ايسکريم اين ادله دبوات,خميس. ايسکريم اين ادله دبوان,0.8228365251307966,خميس. ايسکريم اين ادله دبوات,GT
0001_warmal_19380105_0001_16,سسڠݢوهڽ بوکنله اکو سفرت سڠک,مسڠکوهڽ بوکله اکو سفرت مشک,0.7387674808806559,سسڠݢوهڽ بوکنله اکو سفرت سڠک,GT
0006_warmal_19380420_0002_78,اتو فون جرمني بهکن سلوره عالم.,اتو فون جرمني بهکن سلوره عالم. ,0.9685400256638167,اتو فون جرمني بهکن سلوره عالم. ,PRED
UM-1963-08-14-06-17-Column-10-0,ملاک 13 اوݢسة – اورڠرامي,ملاک 13 لاکسرا تورڠاري,0.5898480643519678,ملاک 13 اوݢسة – اورڠرامي,GT
WM-1933-08-02-0002_8_Column-8-92,هيبور. (البلاغ),(البلاغ) هيبور.,0.907169316028561,(البلاغ) هيبور.,PRED
UM-1963-08-14-06-12-Column-8-29,تينجاون بڠسا٢ برساتو,تيستجانون بڠسا٢ برسانو,0.5093056824545538,تينجاون بڠسا٢ برساتو,GT
UM-1963-08-16-08-11-Column-27-25,کامي فد 9 هاريبولن,کامي فد ٢٠٢٢,0.7382703382834603,کامي فد 9 هاريبولن,GT
WM-1933-08-02-0008_44_Column-42-90,اورڠيڠ ممݢڠڽ. استميوا لمه دان تيدق,اورڠيڠ ممکنن استميوا لمهدان تيدق,0.7874071203030742,اورڠيڠ ممݢڠڽ. استميوا لمه دان تيدق,GT
WM-1933-08-02-0007_39_Column-37-42,جي. ايه. هيريڤورد دان ميم هيريڤورد,جي. ايه. هيريفورد دان ميم هيريفورد,0.9004253418200028,جي. ايه. هيريڤورد دان ميم هيريڤورد,GT
0004_warmal_19380301_0002_5,تاهون دݢوناکن.,تاهون دݢوناکن. ,0.9025712038240509,تاهون دݢوناکن.,GT
UM-1963-08-17-08-16-Column-40-2,فتڠ: 3 فمبوکان، 3.02,3.02 فڠکن: 3 فبکان,0.5653197398009127,فتڠ: 3 فمبوکان، 3.02,GT
0008_warmal_19380526_0002_8,زين العابدين بن احمد (زعبا) دمجلس فرجمفأن عام فرسودارأن صحابة فينا - حروف رومي - سموا فنجامن -,زين العابدين بن احمد (زعبا) دمجلس فرجمأن عام فرسودارأن صهابة فينا - حروف رومي ,0.8354512407385031,زين العابدين بن احمد (زعبا) دمجلس فرجمفأن عام فرسودارأن صحابة فينا - حروف رومي - سموا فنجامن -,GT
WM-1933-08-02-0002_6_Column-6-92,سده دچڤڽ دان اي سنديري مڠصحکن,سده چئن دان اي سنديري مڠصحن ,0.7213570551046496,سده دچڤڽ دان اي سنديري مڠصحکن,GT
0010_warmal_19380527_0002_19,فيکران دان تلادن٢ ددالمڽ لاين,فيکران دان تلادڽ٢ ددالمڽ لاين,0.8751697284245957,فيکران دان تلادن٢ ددالمڽ لاين,GT
UM-1963-08-14-03-11-Column-2-1,اوفريشن سنجات,وفريش سنجات,0.6504576209926262,اوفريشن سنجات,GT
0002_warmal_19380105_0002_128,کڤد بڠسا ملايو جک کراجأن,کفد بڠسا ملايو جك کراجأن,0.7917593345008463,کڤد بڠسا ملايو جک کراجأن,GT
WM-1933-08-02-0003_19_Column-18-72,عبدالرحمن ايت تمباهن کڤد,عبدالرحمن ايت تمباهن کڤد,0.8874918931523426,عبدالرحمن ايت تمباهن کڤد,PRED
WM-1933-08-02-0006_30_Column-29-44,تمڤة اين تله دبهاروکن. ددالمڽ,تمثقة اين تله دبهاروکن. ددالن,0.7057791752464053,تمڤة اين تله دبهاروکن. ددالمڽ,GT
UM-1963-08-16-01-13-Column-16-21,هاري اين بهوا فارتي ترسبوة,ماري ان بهرا فارți ترسيمة,0.7028167551315972,هاري اين بهوا فارتي ترسبوة,GT
WM-1933-08-02-0008_46_Column-44-72,تربيت ظاهر جنجوڠن کيت ڤد زمان,تربيت ظاهر جنجوڠن کيت قد زمان,0.8326565528164571,تربيت ظاهر جنجوڠن کيت ڤد زمان,GT
UM-1963-08-17-01-32-Column-33-24,هاري اين بهوا کفلفرڠ٢ دان,ماري بهرا کففرڠ٢ دان,0.5820758956881836,هاري اين بهوا کفلفرڠ٢ دان,GT
UM-1963-08-24-10-24-Column-65-4,مليسيا.,ملاسビーڽ.,0.4840586065400296,مليسيا.,GT
0002_warmal_19380105_0002_91,فرموهنن اورڠ٢ کمفوڠ کفد کراجأن,فرموهنن اورڠ٢ کمفوڠ کفد کراجأن,0.9409366798403176,فرموهنن اورڠ٢ کمفوڠ کفد کراجأن,PRED
0009_warmal_19380527_0001_45,دان فوتڠ کچيل تأ دهيروکن اورڠ!,دان فوتڠ کچيل تأدهيرو کن اورڠ! ,0.8460501135193349,دان فوتڠ کچيل تأ دهيروکن اورڠ!,GT
WM-1933-08-02-0007_39_Column-37-37,دان جوهل أ. حمزه بن عبد الله,دان جوهل اي حمze ين ابدا الله ,0.5887345236674075,دان جوهل أ. حمزه بن عبد الله,GT
0002_warmal_19380105_0002_13,سسڠݢهفون بوکن مريکئيت,سسڠجهون بوکن مريكنيت,0.6696609062411941,سسڠݢهفون بوکن مريکئيت,GT
0008_warmal_19380526_0002_113,فرکارا٢ عجائب - يأيت سمواڽ,فرکارا٢ عجائب - آيت سمواڽ ,0.8244208962675649,فرکارا٢ عجائب - يأيت سمواڽ,GT
0004_warmal_19380301_0002_124,تتافي افکل دچريکنڽ استريڽ ايت,تافي افکل دچريکنڽ استريڽ ايت,0.8456468118330288,تتافي افکل دچريکنڽ استريڽ ايت,GT
0005_warmal_19380420_0001_10,(117) کات ڤڤاته ملايو (اورڠ برماين,(117) کات ڤڤاته ملايو (اورڠ برماين,0.9382394532717833,(117) کات ڤڤاته ملايو (اورڠ برماين,PRED
WM-1933-08-02-0005_29_Column-28-20,ڤرسيداڠن٢ڽ يڠترتنتو اونتوق ݢربت,فرسيداڠ٢ن يڠترتنتو اونتوک ݢربت,0.8120711934422475,ڤرسيداڠن٢ڽ يڠترتنتو اونتوق ݢربت,GT
