Identifier,ground_truth,prediction,confidence,chosen_text,chosen_source
WM-1933-08-02-0006_30_Column-29-68,سکالي دان لمڤو٢ يڠبرورن تله دڤاسڠ,سکالي دان لمڤو٢ يڠبرورن تله دفاسڠ,0.9944855592183942,سکالي دان لمڤو٢ يڠبرورن تله دفاسڠ,PRED
WM-1933-08-02-0006_30_Column-29-82,هاريبولن اکن دادکن تاري٢ين دڠن,هاريبولن اکن دادکن تاري٢ين دڠن,0.993421767343974,هاريبولن اکن دادکن تاري٢ين دڠن,PRED
WM-1933-08-02-0006_30_Column-29-87,فکاين برجنس٢ روڤ.,فکاين برجنس٢ روف,0.8841311223302201,فکاين برجنس٢ روف,PRED
WM-1933-08-02-0006_30_Column-29-91,تمڤت برماين سڤاتو برليريڠ.,تمڤت برماين سڤاتو برليريڠ,0.8427644154912862,تمڤت برماين سڤاتو برليريڠ,PRED
WM-1933-08-02-0006_31_Column-30-7,برلنتي ڤاڤن ايله يڠبسر سکالي جنسڽ,برلتو فافن ايله يڠبسر سکالي جنسڽ,0.8345974995088793,برلتو فافن ايله يڠبسر سکالي جنسڽ,PRED
WM-1933-08-02-0006_31_Column-30-22,اورڠ اکن ماسق برلاون.,اورڠ اکن ماسوق برلاون,0.9988470206571057,اورڠ اکن ماسوق برلاون,PRED
WM-1933-08-02-0006_31_Column-30-36,سکالي دان يڠڤرتام جنسڽ يڠ,سکالي دان يڠفرتام جنسڽ يڠ,0.9938196983653522,سکالي دان يڠفرتام جنسڽ يڠ,PRED
WM-1933-08-02-0006_31_Column-30-45,اد مڠرتي رومه اين بوکنڽ سهاج,اد مڠرتي رومه اين بوکنڽ سهاج,0.942981498475014,اد مڠرتي رومه اين بوکنڽ سهاج,PRED
WM-1933-08-02-0006_31_Column-30-50,ݢنجيل تتاڤي اکن منجاديکن سسئورڠ,ݢنجل تتافي اکن منجاديکن سستورڠ,0.8367743659718679,ݢنجل تتافي اکن منجاديکن سستورڠ,PRED
WM-1933-08-02-0006_31_Column-30-55,ايت ترتاواسرت براس سوک برجالن٢,ايت ترتاواسرت براس سوک برجالن ٢,0.8838230480935685,ايت ترتاواسرت براس سوک برجالن ٢,PRED
WM-1933-08-02-0006_31_Column-30-84,کريتا اڤي هنتو دان کودا ڤوسيڠ.,کريتا افي هتو دان کودا ڤوسيڠ,0.8005922009915388,کريتا افي هتو دان کودا ڤوسيڠ,PRED
WM-1933-08-02-0006_31_Column-30-88,ڤد 5 دان 7 اوݢسة سکلين,کد 5 دان 7 اوݢسة سکلين,0.82618951993234,کد 5 دان 7 اوݢسة سکلين,PRED
WM-1933-08-02-0006_32_Column-31-3,.سئورڠ ڤرمفوان سوسوة 28 ڤاونبدنڽ.,سئورڠ ڤرمفوان سونسوة 28 تاونبدنڽ,0.9814650035549538,سئورڠ ڤرمفوان سونسوة 28 تاونبدنڽ,PRED
WM-1933-08-02-0006_32_Column-31-16,سئورڠ فرمڤوان اد منوليس :ـ,ستورڠ فرمڤوان اد منوليس,0.9609227349372155,ستورڠ فرمڤوان اد منوليس,PRED
WM-1933-08-02-0006_32_Column-31-21,"""3 بولن دهولو لڤس بايق برکات ٢ساي",3٠بولن دهولو لڤس باڽق برکات٢ ساي,0.6816442914463638,3٠بولن دهولو لڤس باڽق برکات٢ ساي,PRED
WM-1933-08-02-0006_32_Column-31-35,برتيمبڠ سباڽق 222 ڤاون. ساي تله,برتيمڠ سباڽق 222 ڤاون ساي تله,0.9369295055845662,برتيمڠ سباڽق 222 ڤاون ساي تله,PRED
WM-1933-08-02-0006_32_Column-31-55,.اونس دان براس 5 تاهون لبه مودا,اونس دان براس 5 تاهون لبه مودا,0.9119631095342569,اونس دان براس 5 تاهون لبه مودا,PRED
WM-1933-08-02-0006_32_Column-31-59,سکارڠ ساي براس سڤرت سئورڠ,سکارڠ ساي براس سڤرت سئورڤ,0.9986304703430694,سکارڠ ساي براس سڤرت سئورڤ,PRED
WM-1933-08-02-0006_32_Column-31-64,ڤرمڤوان يڠلاين سکالي. عمر ساي 37,فرمفوان يڠلاين سکالي عمر ساي 37,0.783456705243221,فرمفوان يڠلاين سکالي عمر ساي 37,PRED
WM-1933-08-02-0006_32_Column-31-69,تاهون. سکارڠ بدن ساي تله سوسوة,تاهون سکارڠ بدن ساي تله سوسن,0.9951529986357935,تاهون سکارڠ بدن ساي تله سوسن,PRED
WM-1933-08-02-0006_32_Column-31-73,28 ڤاون دان منکل دهولو ساي براس,28 ؽاون دان منکل دهولو ساي براس,0.7125981535882826,28 ؽاون دان منکل دهولو ساي براس,PRED
WM-1933-08-02-0006_32_Column-31-78,برت هندق نايک تڠݢا تتاڤي بݢيمان,برت هندق نايک تڠݢا تتافي بݢيام,0.9991906387666989,برت هندق نايک تڠݢا تتافي بݢيام,PRED
WM-1933-08-02-0006_32_Column-31-83,کات لاکي ساي مک سکارڠ ساي,کات لاکي ساي مک سکارڠ ساي,0.9826365866132128,کات لاکي ساي مک سکارڠ ساي,PRED
WM-1933-08-02-0006_32_Column-31-94,(ميم) ايس. جي. بي.,ميم ايس جي بي,0.9647907366861863,ميم ايس جي بي,PRED
WM-1933-08-02-0006_33_Column-32-1,6 جنس ݢارم ددالم کراشن ايت,6 جنس ݢارم ددالم کراشن ايت,0.9962678073879396,6 جنس ݢارم ددالم کراشن ايت,PRED
WM-1933-08-02-0006_33_Column-32-32,تتڤ سرت منولڠڽ مڠهاڤوسکن,تتف سرت منولڠن مڠهڤوسکن,0.9568631087693669,تتف سرت منولڠن مڠهڤوسکن,PRED
WM-1933-08-02-0006_33_Column-32-75,تيدقله شک لاݢي سڠل٢ دان بيسا٢,تيدقله شک لاݢي سڠل٢ دان بيسا2,0.9934607702960525,تيدقله شک لاݢي سڠل٢ دان بيسا2,PRED
WM-1933-08-02-0006_33_Column-32-86,ايت اکن هيلڠ جوݢک. 22.K.S,ايت اکن هيلڠ جوݢ  K.S 22,0.9775545571648268,ايت اکن هيلڠ جوݢ  K.S 22,PRED
WM-1933-08-02-0006_34_Column-33-3,اورڠ٢ يڠ ماسوق ملاوات ايت اکن,اورڠ٢ يڠ ماسوق ملاوات ايت اکن,0.9972686328699228,اورڠ٢ يڠ ماسوق ملاوات ايت اکن,PRED
WM-1933-08-02-0006_34_Column-33-34,ڤرايڠاتن.,ڤرايڠاتن,0.9730236434200682,ڤرايڠاتن,PRED
WM-1933-08-02-0006_34_Column-33-44,ايسکريم.,ايسکريم,0.7732999055838349,ايسکريم,PRED
WM-1933-08-02-0006_34_Column-33-51,ايسکريم يڠاکن دبري کڤد,ايسکريم يڠاکن دبري کند,0.9795370012770118,ايسکريم يڠاکن دبري کند,PRED
WM-1933-08-02-0006_34_Column-33-71,خميس. ايسکريم اين ادله دبوات,خميس ايسکريم اين ادله دبروات,0.9880930225358793,خميس ايسکريم اين ادله دبروات,PRED
WM-1933-08-02-0006_34_Column-33-81,دهداڤن ڤنداڠن سموا اورڠ دڠن,دهداڤن فنداڠن سموا اورڠ دڠ,0.8704065876006752,دهداڤن فنداڠن سموا اورڠ دڠ,PRED
WM-1933-08-02-0006_35_Column-34-2,نيو ورلد.,نيو ورلد,0.978327219742241,نيو ورلد,PRED
WM-1933-08-02-0006_35_Column-34-8,اولاڠن هاري کجادينڽ,اولاڠن هاري رکجادينڽ,0.9958764493017496,اولاڠن هاري رکجادينڽ,PRED
WM-1933-08-02-0006_35_Column-34-13,نيو ورلد تامن کسوکأن,نيو وراد تأمن کسوکأن,0.9291862620677366,نيو وراد تأمن کسوکأن,PRED
WM-1933-08-02-0006_35_Column-34-15,دسيڠاڤورا اکن مڽمبوت اولاڠن هاري,دسيڠاڤورا اکن مڽمبوت اولاڠن هاري,0.9763383840526144,دسيڠاڤورا اکن مڽمبوت اولاڠن هاري,PRED
WM-1933-08-02-0006_35_Column-34-20,.4 هڠݢ 8 اوݢست اين.,4 هڠݢ 8 اوݢست اين,0.9100943367779014,4 هڠݢ 8 اوݢست اين,PRED
WM-1933-08-02-0006_35_Column-34-23,دديريکن دالم تاهون 1923 لبه,دديريکن دالم تاهون 1923 لبه,0.870512828656313,دديريکن دالم تاهون 1923 لبه,PRED
WM-1933-08-02-0006_35_Column-34-35,اورڠ٢ ماسيه اد ترايڠت لاݢي اکن,اورڠ ٢ ماسيه اد ترايڠت لاݢي اکن,0.8131346517198498,اورڠ ٢ ماسيه اد ترايڠت لاݢي اکن,PRED
WM-1933-08-02-0006_35_Column-34-37,مالم اول دبوک لبه کورڠ 10 تاهون,مالم اول دبوک لبه کورڠ 10 تاهون,0.9955572936340245,مالم اول دبوک لبه کورڠ 10 تاهون,PRED
WM-1933-08-02-0006_35_Column-34-45,بݢيمان 10 تاهون دهولو. ڤراوباهن٢,يݢيمان 10 تاهون دهولو فراوباهن ٢,0.8929102463796218,يݢيمان 10 تاهون دهولو فراوباهن ٢,PRED
WM-1933-08-02-0006_35_Column-34-47,تله دڤربوات دري ساتو کساتو ماس,تله دفربوتات دري ساتو کساتو ماس,0.9852470170496659,تله دفربوتات دري ساتو کساتو ماس,PRED
WM-1933-08-02-0006_35_Column-34-49,دان نيو ورلد ايت تله ماجو دري,دان نيورولد ايت تله ماجو دري,0.7273910222382355,دان نيورولد ايت تله ماجو دري,PRED
WM-1933-08-02-0006_35_Column-34-52,ستاهون کستاهون سهڠݢ سمڤي,ستاهون کستاهون سهڠݢ سمڤي,0.8549101640705921,ستاهون کستاهون سهڠݢ سمڤي,PRED
WM-1933-08-02-0006_35_Column-34-56,ڤراوسهأن توان٢ ڤوڽ دان ڤد هاري اين,ڤراوسهأن توان٢ ڤرڽ دان ڤدهاري اين,0.991786840832671,ڤراوسهأن توان٢ ڤرڽ دان ڤدهاري اين,PRED
WM-1933-08-02-0006_35_Column-34-59,ايله تامن کسوکأن يڠلام سکالي دان,ايله تامن کسرکأن يڠلام سکالي دان,0.9973310219481333,ايله تامن کسرکأن يڠلام سکالي دان,PRED
WM-1933-08-02-0006_35_Column-34-64,بهکن دسلوره تانه ملايو.,بهکن دسلوره تانه ملايو,0.9989681100605985,بهکن دسلوره تانه ملايو,PRED
WM-1933-08-02-0006_35_Column-34-66,سڠݢهڤون موسيم کڤيچيقکن,يسڠلهڤرن موسيم کڤيچيقکن,0.5993807872493829,يسڠلهڤرن موسيم کڤيچيقکن,PRED
WM-1933-08-02-0006_35_Column-34-74,تيدق دهيتوڠکن بلنجا بهوا ڤرماينن٢,تيذق دهيوڠکن بلنجابهوا فرماينن ٢,0.8877450245342757,تيذق دهيوڠکن بلنجابهوا فرماينن ٢,PRED
WM-1933-08-02-0006_35_Column-34-76,يڠخاص دڤيليه تله دتنتوکن کران,ينخاص دليليه تله دتنتوکن کران,0.6421187701939751,ينخاص دليليه تله دتنتوکن کران,PRED
WM-1933-08-02-0006_35_Column-34-78,هاري سمبوتن تاهون يڠکسڤوله,هاري سجوتن تاهون يڠکسقوله,0.8132552235873871,هاري سجوتن تاهون يڠکسقوله,PRED
WM-1933-08-02-0006_35_Column-34-81,يڠاکن دسمبوت دري 4 هڠݢ 8,يڠاکن ديتمبوت دري 4 هڠݢ 8,0.9960877576564868,يڠاکن ديتمبوت دري 4 هڠݢ 8,PRED
WM-1933-08-02-0006_35_Column-34-88,وايڠ٢ ݢمبر چينا وايڠ٢ ݢمبر برچاکڤ,وايڠ٢ ݢمبر چيناايڠ ٢ ݢمبر برچاکڤ,0.97421954388169,وايڠ٢ ݢمبر چيناايڠ ٢ ݢمبر برچاکڤ,PRED
WM-1933-08-02-0006_35_Column-34-91,بوڽين٢ دانلاين ڤرماينن يڠبياس مک,بوبين٢ دانلاين ارماين يڠبياس مک,0.826331912505572,بوبين٢ دانلاين ارماين يڠبياس مک,PRED
WM-1933-08-02-0006_35_Column-34-93,اکن دادکن تمباهن بݢيمان يڠدباوه:ـ,اکن دادکن تمباهن بݢيمان يڠدباوه ,0.9994656200143199,اکن دادکن تمباهن بݢيمان يڠدباوه ,PRED
WM-1933-08-02-0006_35_Column-34-95,بوڠا اڤي خاص دڤسن دري,ببڠا الي خاص دئسن دري,0.8387691700561335,ببڠا الي خاص دئسن دري,PRED
WM-1933-08-02-0007_37_Column-35-6,مربڽو بيرد يڠ منجالنکن ڤرکارا,مربپو بيرد يڠ مننجانکن فرکارا,0.8204950916702559,مربپو بيرد يڠ مننجانکن فرکارا,PRED
WM-1933-08-02-0007_37_Column-35-32,بهارو اين منجادي ڤيهق يڠ مڠادو دالم,بهارو اين منجادي فيهق بڠ مڠادو دالم,0.997833975820073,بهارو اين منجادي فيهق بڠ مڠادو دالم,PRED
WM-1933-08-02-0007_37_Column-35-40,ساتو ڤرکارا دالور ݢاجه دالم مان اي,ساتو فرکارا دالور ݢاجه دالمان اي,0.9330733848490851,ساتو فرکارا دالور ݢاجه دالمان اي,PRED
WM-1933-08-02-0007_37_Column-35-49,تله ممبريتاهو کڤد محکمه يأيت اي تله,تله ممبريتاهوکڤد محکمه يأيت اي تله,0.991893693286285,تله ممبريتاهوکڤد محکمه يأيت اي تله,PRED
WM-1933-08-02-0007_37_Column-35-57,دهاسوة لاري اوله سئورڠ لاݢي.٢,دهابرة لاري اوله سئرڠ لاکي٢,0.8593549738208929,دهابرة لاري اوله سئرڠ لاکي٢,PRED
WM-1933-08-02-0007_37_Column-35-73,بودق ايت دان مڠامرکن مريک يأيت,برق ايت دان مڠامرکن مريک يأيت,0.9777314966482663,برق ايت دان مڠامرکن مريک يأيت,PRED
WM-1933-08-02-0007_37_Column-35-82,مريک هندقله جاݢ يأيت انقڽ تيدق,مريک هندقله جاݢ يأيت انقڽ تيدق,0.8563504181295807,مريک هندقله جاݢ يأيت انقڽ تيدق,PRED
WM-1933-08-02-0007_38_Column-36-13,يڠتله برهمڤون دسمڤادن٢ دانتارا ايران,يڠتله بره مfonyن دسمڤادن٢ دانتار اليران,0.8102772715282517,يڠتله بره مfonyن دسمڤادن٢ دانتار اليران,PRED
WM-1933-08-02-0007_38_Column-36-37,برمشوارت برکنأن دڠن اير دان,برمشوارت برکنأن دڠن اير دان,0.8270704032302605,برمشوارت برکنأن دڠن اير دان,PRED
WM-1933-08-02-0007_38_Column-36-61,کڤد کدوا٢ ڤيهق دڠن امان دان,کڤد کدوا٢ فيهق دڠن امان دان,0.8779649436166904,کڤد کدوا٢ فيهق دڠن امان دان,PRED
WM-1933-08-02-0007_38_Column-36-73,کسناڠن دان جواتنکواس٢ ايت تله,کسنڠن دان جواتنکراس٢ ايت تله,0.9554898264621509,کسنڠن دان جواتنکراس٢ ايت تله,PRED
WM-1933-08-02-0007_38_Column-36-84,باليک کنݢري ماسيڠ٢. (ب),باليک کنݢري ماسيڠ٢ ب,0.9677698990482756,باليک کنݢري ماسيڠ٢ ب,PRED
WM-1933-08-02-0007_39_Column-37-4,ددالم بيليق مشوارت کراجأن,ددالم بيليق مشوارت کراجأن,0.9680374098150663,ددالم بيليق مشوارت کراجأن,PRED
WM-1933-08-02-0007_39_Column-37-6,نݢري سمبلين ڤد ميڠݢو يڠ لڤس,نݢري سمبلين لد ميڠݢو يڠ لڤس,0.978766100874031,نݢري سمبلين لد ميڠݢو يڠ لڤس,PRED
WM-1933-08-02-0007_39_Column-37-9,دهداڤن ساتو فرهمڤونن اورڠ٢ بسر,دهداڤن ساتو فرهمڤونن اورڠ٢ بسر,0.9952432086442613,دهداڤن ساتو فرهمڤونن اورڠ٢ بسر,PRED
WM-1933-08-02-0007_39_Column-37-13,ڤسورهجاي بسر تله مڽرهکن سورت,اسورهجاي بسر تله مهرهکن سورت,0.9153747458693317,اسورهجاي بسر تله مهرهکن سورت,PRED
WM-1933-08-02-0007_39_Column-37-16,اکوان کحرماتن کفد أ، عبد الجليل,اکوان کحرماتن کفد أ عبدالجليل,0.9937935564035404,اکوان کحرماتن کفد أ عبدالجليل,PRED
WM-1933-08-02-0007_39_Column-37-18,بن حاج حسن سئورڠ ڤݢاوي تنامن٢,بن حاج حسن سئورڠ فݢاوي تنامن ٢,0.987781502314656,بن حاج حسن سئورڠ فݢاوي تنامن ٢,PRED
WM-1933-08-02-0007_39_Column-37-21,يڠتله برسارا دري جواتن نݢري٢,يڠتله برسارا دري جواتن نݢري ٢,0.9659621406029629,يڠتله برسارا دري جواتن نݢري ٢,PRED
WM-1933-08-02-0007_39_Column-37-23,ملايو يڠبرسکوتو.,ملايو يڠبرسکوتو,0.9580896391204756,ملايو يڠبرسکوتو,PRED
WM-1933-08-02-0007_39_Column-37-35,داتوء کلان داتوء جلبو داتوءرمبو,داتوء کيلان داڤوء جلبو داتوء رمبو,0.9563143013625142,داتوء کيلان داڤوء جلبو داتوء رمبو,PRED
WM-1933-08-02-0007_39_Column-37-40,راج قمر الزمان بن منصور توان حاکم,راج قمر الزمان بن منصور توان حاکم,0.9510023637269157,راج قمر الزمان بن منصور توان حاکم,PRED
WM-1933-08-02-0007_39_Column-37-42,جي. ايه. هيريڤورد دان ميم هيريڤورد,جي ايه هيريڤورد دان فيم هيريڤورد,0.9738004864258057,جي ايه هيريڤورد دان فيم هيريڤورد,PRED
WM-1933-08-02-0007_39_Column-37-45,دقتور تيمڤني ڤڠواس تنامن٢ داتوء,دقتور تيمڤني فڠوابس تنامن ٢ داتو,0.9409298561819759,دقتور تيمڤني فڠوابس تنامن ٢ داتو,PRED
WM-1933-08-02-0007_39_Column-37-47,وڠ يکئ توڠ سرت لاين.٢,وڠ يک توڠ سرت لاين٢,0.8851677223865677,وڠ يک توڠ سرت لاين٢,PRED
WM-1933-08-02-0007_39_Column-37-54,بريتيش ريسيدنت تله ممبچاکن کڽتأن,برتيڽ ريسيدنت تله ممبچاکن کڽتأن,0.6190213847987508,برتيڽ ريسيدنت تله ممبچاکن کڽتأن,PRED
WM-1933-08-02-0007_39_Column-37-59,اڠݢريس يڠ کمدين دترجمهکن,اڤݢريس يڠ کمدين دترجمهکن,0.8441379172980467,اڤݢريس يڠ کمدين دترجمهکن,PRED
WM-1933-08-02-0007_39_Column-37-62,کبهاس ملايو.,کبهاس ملايو,0.9033065434413532,کبهاس ملايو,PRED
WM-1933-08-02-0007_39_Column-37-76,اوله داتوء وڠ يک توڠ دان انچيء,اوله داتوءوڠ يک توڠ دان انجي,0.9989924396673896,اوله داتوءوڠ يک توڠ دان انجي,PRED
WM-1933-08-02-0007_39_Column-37-90,کڽتأن فکر جأن انچي ءعبدالجليل,کچأن نکرجأن انچي عبدالجليل,0.8284070536215443,کچأن نکرجأن انچي عبدالجليل,PRED
WM-1933-08-02-0007_39_Column-37-92,بن حاج حسن اين ايله بݢيمان يڠ,بن حاج حسن اين ايله بݢيمان يڠ,0.9828889674994682,بن حاج حسن اين ايله بݢيمان يڠ,PRED
WM-1933-08-02-0007_39_Column-37-95,-:برايکوت اين,بريکوت اين ,0.8921197337539064,بريکوت اين ,PRED
WM-1933-08-02-0007_40_Column-38-46,يڠبرکبون کچيل دان کتوا کمڤوڠ,يڠبرکبون کچبل دان کتوا کمڤوڠ,0.9864637965732106,يڠبرکبون کچبل دان کتوا کمڤوڠ,PRED
WM-1933-08-02-0007_41_Column-39-24,برنام ليم واه تله دتوده ملاريکن سئورڠ,برنامليم وامتله دتوده ملاريکن سئورڠ,0.704287800333726,برنامليم وامتله دتوده ملاريکن سئورڠ,PRED
WM-1933-08-02-0007_41_Column-39-52,بودق ايت. ڤربچارأن اية تله دڤيندهکن,بودق ايت ڤربجارأن اية تله دفيندهکن,0.9930821804060515,بودق ايت ڤربجارأن اية تله دفيندهکن,PRED
WM-1933-08-02-0007_41_Column-39-79,تله دڤرنتهکن سڤاي مڠيکة ضامن دڠن,تله دفرنتهکن سفاي مڠيکة ضامن دڠ,0.8176711395976465,تله دفرنتهکن سفاي مڠيکة ضامن دڠ,PRED
WM-1933-08-02-0007_41_Column-39-87,ساتو تڠݢوڠن سباڽق 100$ سڤاي,ساتو تڠݢوڠن سباڽق 100 $ سڤاي,0.9513043575788809,ساتو تڠݢوڠن سباڽق 100 $ سڤاي,PRED
WM-1933-08-02-0007_41_Column-39-94,برکلکوان بايک سلما 6 بولن.,برکلکوان بايک سلما 6 بولن,0.9873203078412973,برکلکوان بايک سلما 6 بولن,PRED
WM-1933-08-02-0007_42_Column-40-3,دالم تاهون 1876 دان تله ماسوق,دالم تاهون 1876 دان تله ماسوق,0.9859564853884648,دالم تاهون 1876 دان تله ماسوق,PRED
WM-1933-08-02-0007_42_Column-40-8,ملايو کڤد ڤݢاوي دائره کوالا ڤيله6,ملايو کڤد فݢاوي دانره کوالا فيله6,0.9875728834827145,ملايو کڤد فݢاوي دانره کوالا فيله6,PRED
WM-1933-08-02-0007_42_Column-40-15,ڤمرقسا ڤوکوء٢ نيور ڤد 1 مرچ 1907,ڤمرقسا فوکو٢ڽ نيوور ڤد 1 مرج 1907,0.963263782567609,ڤمرقسا فوکو٢ڽ نيوور ڤد 1 مرج 1907,PRED
WM-1933-08-02-0007_42_Column-40-18,دان تله برسارا دري ڤجابت ايت ڤد,دان تله برسارا دري ڤجابت ايت ڤد,0.9909594568754703,دان تله برسارا دري ڤجابت ايت ڤد,PRED
WM-1933-08-02-0007_42_Column-40-20,1 جنواري 1933. يڠدمکين ايت اي,1 جنواري 1933 يڠدمکين ايت اي,0.9204906425557582,1 جنواري 1933 يڠدمکين ايت اي,PRED
WM-1933-08-02-0007_42_Column-40-22,تله بکرج 30 تاهون ددالم جواتن,تله بکرج 30 تاهون ددالم جواتن,0.9678968679598442,تله بکرج 30 تاهون ددالم جواتن,PRED
WM-1933-08-02-0007_42_Column-40-28,ادله ددالم ايڠاتن يأيت ڤداول,ادله ددالم ايڠاتن يأيت ڤداول,0.9483567228618902,ادله ددالم ايڠاتن يأيت ڤداول,PRED
WM-1933-08-02-0007_42_Column-40-52,دان 1915 اي تله خاص برهرݢ ڤد,دان 1915 اي تله خاص برهرکڤد,0.9955515381528405,دان 1915 اي تله خاص برهرکڤد,PRED
WM-1933-08-02-0007_42_Column-40-54,منچاري دان ممبريتاو دريحال بلالڠ٢,منچاري دان ممبريتاو دريحال بلالڠ٢,0.9989803089393551,منچاري دان ممبريتاو دريحال بلالڠ٢,PRED
WM-1933-08-02-0007_42_Column-40-56,دان مڠواسسکن اورڠ٢ ملايو کران,دان مڠواسکن اورڠ٢ ملايو کران,0.9861331449795535,دان مڠواسکن اورڠ٢ ملايو کران,PRED
WM-1933-08-02-0007_42_Column-40-59,ممبناسکن بلالڠ٢ ايت. دمکينله,ممبناسکن بالڠ٢ ايت دمکينله,0.9207069210268719,ممبناسکن بالڠ٢ ايت دمکينله,PRED
WM-1933-08-02-0007_42_Column-40-70,کوالا ڤيله تله منجادي سڤرکارا يڠ,کوالا فيله تله منجادي سڤرکارا يڠ,0.9174203653017934,کوالا فيله تله منجادي سڤرکارا يڠ,PRED
WM-1933-08-02-0007_42_Column-40-73,مستحق ڤد داڤت مڠادکن اورڠ٢,مستحق ءد دافت مڠادکن اورڠ ٢,0.5910918633176897,مستحق ءد دافت مڠادکن اورڠ ٢,PRED
WM-1933-08-02-0007_42_Column-40-80,تله مڠݢالقکن تنامن بنيه٢ ڤادي,تله مڠݢالقکن تنامن بتيه٢ قادي,0.9926320736160924,تله مڠݢالقکن تنامن بتيه٢ قادي,PRED
WM-1933-08-02-0007_42_Column-40-82,يڠبايک ددائره کوالا ڤيله.,يڠبايک ددائره کوالا فيله,0.9839401505370007,يڠبايک ددائره کوالا فيله,PRED
WM-1933-08-02-0007_42_Column-40-85,دالم 12 تاهون يڠلڤس انچيء,دالم 12 تاهون يڠلڤس انجي,0.987668967539842,دالم 12 تاهون يڠلڤس انجي,PRED
WM-1933-08-02-0007_42_Column-40-87,عبد الجليل تله بکرج دباوه توان بارنس,عبد الجليل تله بکرج دباوه توان بارنس,0.9906130707910659,عبد الجليل تله بکرج دباوه توان بارنس,PRED
WM-1933-08-02-0007_42_Column-40-94,ايت تنتڠ کتتاڤن سرت ڤڠتهوانڽ,ايت تتڠ کتتأن سرت فڠتهوانڽ,0.9885682988739337,ايت تتڠ کتتأن سرت فڠتهوانڽ,PRED
WM-1933-08-02-0008_43_Column-41-1,خطبه حسين عباس (سلاڠور) د مصر.,خطب حسين عباس سلاڠور دمصر,0.7270152125511725,خطب حسين عباس سلاڠور دمصر,PRED
WM-1933-08-02-0008_43_Column-41-4,(سمبوڠن درڤد موک5),سمبوڠن درڤد موک 5,0.9768000215533937,سمبوڠن درڤد موک 5,PRED
WM-1933-08-02-0008_43_Column-41-10,دهداڤن سهاج درڤد بڠسا٢ لاين اتو,دهداڤن سهاج درڤد بڠسا٢ لايناتو,0.8384529754263084,دهداڤن سهاج درڤد بڠسا٢ لايناتو,PRED
WM-1933-08-02-0008_43_Column-41-12,مڠهابيسکن اوڤاي سڤاي بڠساڽ ايت,بمڠهابيسکن اوفاي سڤاي بڠساڽ ايت,0.713757980369001,بمڠهابيسکن اوفاي سڤاي بڠساڽ ايت,PRED
WM-1933-08-02-0008_43_Column-41-24,تنامن٢ اتو ددالم ڤرکارا کارڠ مڠارڠ,تتامبن٢ اتو ددالمڤرکاراکارڠ مڠارڠ,0.8085898910565611,تتامبن٢ اتو ددالمڤرکاراکارڠ مڠارڠ,PRED
WM-1933-08-02-0008_43_Column-41-27,مک يڠ تيدق برݢون سکالي ايله يڠ ديم,مک يڠ تيدق برکونسکالي ايله يڠ ديم,0.9546580820761981,مک يڠ تيدق برکونسکالي ايله يڠ ديم,PRED
WM-1933-08-02-0008_43_Column-41-29,سهاج روڤ٢ تأماو اتو تاکوة مڠأڠکت,سهاج روڤ٢ تأماو اتوتاکوة مڠاڠکت,0.8162029091866504,سهاج روڤ٢ تأماو اتوتاکوة مڠاڠکت,PRED
WM-1933-08-02-0008_43_Column-41-32,کڤلا سوک هاتيڽ دان سنڠ ڤراسأنڽ,کڤلا سوک هاتيڽ دان سنڠ فراسأنڽ,0.9178844654016417,کڤلا سوک هاتيڽ دان سنڠ فراسأنڽ,PRED
WM-1933-08-02-0008_43_Column-41-34,جک ترلڤس باتڠ ليهيرڽ سهاج.,جک ترلقس باتڠ ليهيرڽ سهاج,0.8635484129541149,جک ترلقس باتڠ ليهيرڽ سهاج,PRED
WM-1933-08-02-0008_43_Column-41-41,لاݢي ڤداڽ (لاکي٢) تمڤت تومڤو,لاکني فداڽ لاݢي٢ تمڤت تومڤو,0.7334470506025758,لاکني فداڽ لاݢي٢ تمڤت تومڤو,PRED
WM-1933-08-02-0008_43_Column-41-48,سسوات ترڤولڠ کڤد ديري,سسوات ترڤولڠ کڤد ديري,0.8247724879871999,سسوات ترڤولڠ کڤد ديري,PRED
WM-1933-08-02-0008_43_Column-41-56,کلمة امانة يڠترتوليس دداهيڽ. مک,کلة امانة يڠترتولين دداهيڽ مک,0.9467523869763776,کلة امانة يڠترتولين دداهيڽ مک,PRED
WM-1933-08-02-0008_43_Column-41-63,سلڤس هاري ماتيڽ، اڤ لاݢي,سلڤس هاري ماتين ائ لالکي,0.9170230679411857,سلڤس هاري ماتين ائ لالکي,PRED
WM-1933-08-02-0008_43_Column-41-75,دان تراوڠکيله کلمة يڠدکتاکن,دان تراوڠکيله کلة يڠدکتاکن,0.984676097122869,دان تراوڠکيله کلة يڠدکتاکن,PRED
WM-1933-08-02-0008_43_Column-41-79,عقل کڤد برفيکر يڠ سلما ايت,ععقل کڤد برفيکر يڠ سلما ايت,0.8747695739289503,ععقل کڤد برفيکر يڠ سلما ايت,PRED
WM-1933-08-02-0008_43_Column-41-82,برݢنتوڠ کڤد مڠيکوت دان لواسله,براݢتوڠ کڤد مڠيکوت دان لواسله,0.9320610864198078,براݢتوڠ کڤد مڠيکوت دان لواسله,PRED
