Identifier,ground_truth,prediction,confidence,chosen_text,chosen_source
WM-1933-08-02-0006_33_Column-32-32,تتڤ سرت منولڠڽ مڠهاڤوسکن,تتف سرت منولڠن مڠهڤوسکن,0.9577648350163499,تتف سرت منولڠن مڠهڤوسکن,PRED
WM-1933-08-02-0006_33_Column-32-75,تيدقله شک لاݢي سڠل٢ دان بيسا٢,تيدقله شک لاݢي سڠل٢ دان بيسا2,0.9935074982329983,تيدقله شک لاݢي سڠل٢ دان بيسا2,PRED
WM-1933-08-02-0006_33_Column-32-86,ايت اکن هيلڠ جوݢک. 22.K.S,ايت اکن هيلڠ جوݢ  K.S 22,0.9772910347910984,ايت اکن هيلڠ جوݢ  K.S 22,PRED
WM-1933-08-02-0006_34_Column-33-3,اورڠ٢ يڠ ماسوق ملاوات ايت اکن,اورڠ٢ يڠ ماسوق ملاوات ايت اکن,0.9972972230131584,اورڠ٢ يڠ ماسوق ملاوات ايت اکن,PRED
WM-1933-08-02-0006_34_Column-33-34,ڤرايڠاتن.,ڤرايڠاتن,0.973488034982793,ڤرايڠاتن,PRED
WM-1933-08-02-0006_34_Column-33-44,ايسکريم.,ايسکريم,0.7768165331268498,ايسکريم.,GT
WM-1933-08-02-0006_34_Column-33-51,ايسکريم يڠاکن دبري کڤد,ايسکريم يڠاکن دبري کند,0.979574000195234,ايسکريم يڠاکن دبري کند,PRED
WM-1933-08-02-0006_34_Column-33-71,خميس. ايسکريم اين ادله دبوات,خميس ايسکريم اين ادله دبروات,0.9880942988905457,خميس ايسکريم اين ادله دبروات,PRED
WM-1933-08-02-0006_34_Column-33-81,دهداڤن ڤنداڠن سموا اورڠ دڠن,دهداڤن فنداڠن سموا اورڠ دڠ,0.8688482804843588,دهداڤن فنداڠن سموا اورڠ دڠ,PRED
WM-1933-08-02-0006_35_Column-34-2,نيو ورلد.,نيو ورلد,0.9779903734149434,نيو ورلد,PRED
WM-1933-08-02-0006_35_Column-34-8,اولاڠن هاري کجادينڽ,اولاڠن هاري رکجادينڽ,0.9958463660513117,اولاڠن هاري رکجادينڽ,PRED
WM-1933-08-02-0006_35_Column-34-13,نيو ورلد تامن کسوکأن,نيو وراد تأمن کسوکأن,0.9292205721663739,نيو وراد تأمن کسوکأن,PRED
WM-1933-08-02-0006_35_Column-34-15,دسيڠاڤورا اکن مڽمبوت اولاڠن هاري,دسيڠاڤورا اکن مڽمبوت اولاڠن هاري,0.9761305661249368,دسيڠاڤورا اکن مڽمبوت اولاڠن هاري,PRED
WM-1933-08-02-0006_35_Column-34-20,.4 هڠݢ 8 اوݢست اين.,4 هڠݢ 8 اوݢست اين,0.9111616997037089,4 هڠݢ 8 اوݢست اين,PRED
WM-1933-08-02-0006_35_Column-34-23,دديريکن دالم تاهون 1923 لبه,دديريکن دالم تاهون 1923 لبه,0.869731185598778,دديريکن دالم تاهون 1923 لبه,PRED
WM-1933-08-02-0006_35_Column-34-35,اورڠ٢ ماسيه اد ترايڠت لاݢي اکن,اورڠ ٢ ماسيه اد ترايڠت لاݢي اکن,0.810743957377316,اورڠ ٢ ماسيه اد ترايڠت لاݢي اکن,PRED
WM-1933-08-02-0006_35_Column-34-37,مالم اول دبوک لبه کورڠ 10 تاهون,مالم اول دبوک لبه کورڠ 10 تاهون,0.9955930424352678,مالم اول دبوک لبه کورڠ 10 تاهون,PRED
WM-1933-08-02-0006_35_Column-34-45,بݢيمان 10 تاهون دهولو. ڤراوباهن٢,يݢيمان 10 تاهون دهولو فراوباهن ٢,0.8940901463197862,يݢيمان 10 تاهون دهولو فراوباهن ٢,PRED
WM-1933-08-02-0006_35_Column-34-47,تله دڤربوات دري ساتو کساتو ماس,تله دفربوتات دري ساتو کساتو ماس,0.9854204079788124,تله دفربوتات دري ساتو کساتو ماس,PRED
WM-1933-08-02-0006_35_Column-34-49,دان نيو ورلد ايت تله ماجو دري,دان نيورولد ايت تله ماجو دري,0.7253628584834102,دان نيو ورلد ايت تله ماجو دري,GT
WM-1933-08-02-0006_35_Column-34-52,ستاهون کستاهون سهڠݢ سمڤي,ستاهون کستاهون سهڠݢ سمڤي,0.8505649007561558,ستاهون کستاهون سهڠݢ سمڤي,PRED
WM-1933-08-02-0006_35_Column-34-56,ڤراوسهأن توان٢ ڤوڽ دان ڤد هاري اين,ڤراوسهأن توان٢ ڤرڽ دان ڤدهاري اين,0.9917121361713901,ڤراوسهأن توان٢ ڤرڽ دان ڤدهاري اين,PRED
WM-1933-08-02-0006_35_Column-34-59,ايله تامن کسوکأن يڠلام سکالي دان,ايله تامن کسرکأن يڠلام سکالي دان,0.9973505521547619,ايله تامن کسرکأن يڠلام سکالي دان,PRED
WM-1933-08-02-0006_35_Column-34-64,بهکن دسلوره تانه ملايو.,بهکن دسلوره تانه ملايو,0.9989582674566452,بهکن دسلوره تانه ملايو,PRED
WM-1933-08-02-0006_35_Column-34-66,سڠݢهڤون موسيم کڤيچيقکن,يسڠلهڤرن موسيم کڤيچيقکن,0.597905144850653,سڠݢهڤون موسيم کڤيچيقکن,GT
WM-1933-08-02-0006_35_Column-34-74,تيدق دهيتوڠکن بلنجا بهوا ڤرماينن٢,تيذق دهيوڠکن بلنجابهوا فرماينن ٢,0.8859719831399686,تيذق دهيوڠکن بلنجابهوا فرماينن ٢,PRED
WM-1933-08-02-0006_35_Column-34-76,يڠخاص دڤيليه تله دتنتوکن کران,ينخاص دليليه تله دتنتوکن کران,0.6429005478421846,يڠخاص دڤيليه تله دتنتوکن کران,GT
WM-1933-08-02-0006_35_Column-34-78,هاري سمبوتن تاهون يڠکسڤوله,هاري سجوتن تاهون يڠکسقوله,0.8089745757182601,هاري سجوتن تاهون يڠکسقوله,PRED
WM-1933-08-02-0006_35_Column-34-81,يڠاکن دسمبوت دري 4 هڠݢ 8,يڠاکن ديتمبوت دري 4 هڠݢ 8,0.9961071562312791,يڠاکن ديتمبوت دري 4 هڠݢ 8,PRED
WM-1933-08-02-0006_35_Column-34-88,وايڠ٢ ݢمبر چينا وايڠ٢ ݢمبر برچاکڤ,وايڠ٢ ݢمبر چيناايڠ ٢ ݢمبر برچاکڤ,0.9743561562754623,وايڠ٢ ݢمبر چيناايڠ ٢ ݢمبر برچاکڤ,PRED
WM-1933-08-02-0006_35_Column-34-91,بوڽين٢ دانلاين ڤرماينن يڠبياس مک,بوبين٢ دانلاين ارماين يڠبياس مک,0.8261918912647247,بوبين٢ دانلاين ارماين يڠبياس مک,PRED
WM-1933-08-02-0006_35_Column-34-93,اکن دادکن تمباهن بݢيمان يڠدباوه:ـ,اکن دادکن تمباهن بݢيمان يڠدباوه ,0.9994591938801991,اکن دادکن تمباهن بݢيمان يڠدباوه ,PRED
WM-1933-08-02-0006_35_Column-34-95,بوڠا اڤي خاص دڤسن دري,ببڠا الي خاص دئسن دري,0.8400121695869993,ببڠا الي خاص دئسن دري,PRED
WM-1933-08-02-0007_37_Column-35-6,مربڽو بيرد يڠ منجالنکن ڤرکارا,مربپو بيرد يڠ مننجانکن فرکارا,0.8244658648618549,مربپو بيرد يڠ مننجانکن فرکارا,PRED
WM-1933-08-02-0007_37_Column-35-32,بهارو اين منجادي ڤيهق يڠ مڠادو دالم,بهارو اين منجادي فيهق بڠ مڠادو دالم,0.9978443259969986,بهارو اين منجادي فيهق بڠ مڠادو دالم,PRED
WM-1933-08-02-0007_37_Column-35-40,ساتو ڤرکارا دالور ݢاجه دالم مان اي,ساتو فرکارا دالور ݢاجه دالمان اي,0.9327131997265957,ساتو فرکارا دالور ݢاجه دالمان اي,PRED
WM-1933-08-02-0007_37_Column-35-49,تله ممبريتاهو کڤد محکمه يأيت اي تله,تله ممبريتاهوکڤد محکمه يأيت اي تله,0.9917958210347015,تله ممبريتاهوکڤد محکمه يأيت اي تله,PRED
WM-1933-08-02-0007_37_Column-35-57,دهاسوة لاري اوله سئورڠ لاݢي.٢,دهابرة لاري اوله سئرڠ لاکي٢,0.8574601441496027,دهابرة لاري اوله سئرڠ لاکي٢,PRED
WM-1933-08-02-0007_37_Column-35-73,بودق ايت دان مڠامرکن مريک يأيت,برق ايت دان مڠامرکن مريک يأيت,0.9776470922069018,برق ايت دان مڠامرکن مريک يأيت,PRED
WM-1933-08-02-0007_37_Column-35-82,مريک هندقله جاݢ يأيت انقڽ تيدق,مريک هندقله جاݢ يأيت انقڽ تيدق,0.8571282747459047,مريک هندقله جاݢ يأيت انقڽ تيدق,PRED
WM-1933-08-02-0007_38_Column-36-13,يڠتله برهمڤون دسمڤادن٢ دانتارا ايران,يڠتله بره مfonyن دسمڤادن٢ دانتار اليران,0.8096458155597697,يڠتله بره مfonyن دسمڤادن٢ دانتار اليران,PRED
WM-1933-08-02-0007_38_Column-36-37,برمشوارت برکنأن دڠن اير دان,برمشوارت برکنأن دڠن اير دان,0.8259410053679968,برمشوارت برکنأن دڠن اير دان,PRED
WM-1933-08-02-0007_38_Column-36-61,کڤد کدوا٢ ڤيهق دڠن امان دان,کڤد کدوا٢ فيهق دڠن امان دان,0.8770008442661918,کڤد کدوا٢ فيهق دڠن امان دان,PRED
WM-1933-08-02-0007_38_Column-36-73,کسناڠن دان جواتنکواس٢ ايت تله,کسنڠن دان جواتنکراس٢ ايت تله,0.954829315604805,کسنڠن دان جواتنکراس٢ ايت تله,PRED
WM-1933-08-02-0007_38_Column-36-84,باليک کنݢري ماسيڠ٢. (ب),باليک کنݢري ماسيڠ٢ ب,0.9677156835598513,باليک کنݢري ماسيڠ٢ ب,PRED
WM-1933-08-02-0007_39_Column-37-4,ددالم بيليق مشوارت کراجأن,ددالم بيليق مشوارت کراجأن,0.9680566739900223,ددالم بيليق مشوارت کراجأن,PRED
WM-1933-08-02-0007_39_Column-37-6,نݢري سمبلين ڤد ميڠݢو يڠ لڤس,نݢري سمبلين لد ميڠݢو يڠ لڤس,0.9793213966872835,نݢري سمبلين لد ميڠݢو يڠ لڤس,PRED
WM-1933-08-02-0007_39_Column-37-9,دهداڤن ساتو فرهمڤونن اورڠ٢ بسر,دهداڤن ساتو فرهمڤونن اورڠ٢ بسر,0.9952056765193049,دهداڤن ساتو فرهمڤونن اورڠ٢ بسر,PRED
WM-1933-08-02-0007_39_Column-37-13,ڤسورهجاي بسر تله مڽرهکن سورت,اسورهجاي بسر تله مهرهکن سورت,0.9159851535105723,اسورهجاي بسر تله مهرهکن سورت,PRED
WM-1933-08-02-0007_39_Column-37-16,اکوان کحرماتن کفد أ، عبد الجليل,اکوان کحرماتن کفد أ عبدالجليل,0.9939052435338068,اکوان کحرماتن کفد أ عبدالجليل,PRED
WM-1933-08-02-0007_39_Column-37-18,بن حاج حسن سئورڠ ڤݢاوي تنامن٢,بن حاج حسن سئورڠ فݢاوي تنامن ٢,0.9879511945810847,بن حاج حسن سئورڠ فݢاوي تنامن ٢,PRED
WM-1933-08-02-0007_39_Column-37-21,يڠتله برسارا دري جواتن نݢري٢,يڠتله برسارا دري جواتن نݢري ٢,0.9658709587633274,يڠتله برسارا دري جواتن نݢري ٢,PRED
WM-1933-08-02-0007_39_Column-37-23,ملايو يڠبرسکوتو.,ملايو يڠبرسکوتو,0.9585860954786691,ملايو يڠبرسکوتو,PRED
WM-1933-08-02-0007_39_Column-37-35,داتوء کلان داتوء جلبو داتوءرمبو,داتوء کيلان داڤوء جلبو داتوء رمبو,0.9560889717771723,داتوء کيلان داڤوء جلبو داتوء رمبو,PRED
WM-1933-08-02-0007_39_Column-37-40,راج قمر الزمان بن منصور توان حاکم,راج قمر الزمان بن منصور توان حاکم,0.9527120983443746,راج قمر الزمان بن منصور توان حاکم,PRED
WM-1933-08-02-0007_39_Column-37-42,جي. ايه. هيريڤورد دان ميم هيريڤورد,جي ايه هيريڤورد دان فيم هيريڤورد,0.973538913468765,جي ايه هيريڤورد دان فيم هيريڤورد,PRED
WM-1933-08-02-0007_39_Column-37-45,دقتور تيمڤني ڤڠواس تنامن٢ داتوء,دقتور تيمڤني فڠوابس تنامن ٢ داتو,0.9391128945135543,دقتور تيمڤني فڠوابس تنامن ٢ داتو,PRED
WM-1933-08-02-0007_39_Column-37-47,وڠ يکئ توڠ سرت لاين.٢,وڠ يک توڠ سرت لاين٢,0.885393983309358,وڠ يک توڠ سرت لاين٢,PRED
WM-1933-08-02-0007_39_Column-37-54,بريتيش ريسيدنت تله ممبچاکن کڽتأن,برتيڽ ريسيدنت تله ممبچاکن کڽتأن,0.6191485337551721,بريتيش ريسيدنت تله ممبچاکن کڽتأن,GT
WM-1933-08-02-0007_39_Column-37-59,اڠݢريس يڠ کمدين دترجمهکن,اڤݢريس يڠ کمدين دترجمهکن,0.8455781505620033,اڤݢريس يڠ کمدين دترجمهکن,PRED
WM-1933-08-02-0007_39_Column-37-62,کبهاس ملايو.,کبهاس ملايو,0.9029585738961595,کبهاس ملايو,PRED
WM-1933-08-02-0007_39_Column-37-76,اوله داتوء وڠ يک توڠ دان انچيء,اوله داتوءوڠ يک توڠ دان انجي,0.9989867927052272,اوله داتوءوڠ يک توڠ دان انجي,PRED
WM-1933-08-02-0007_39_Column-37-90,کڽتأن فکر جأن انچي ءعبدالجليل,کچأن نکرجأن انچي عبدالجليل,0.8262992098175632,کچأن نکرجأن انچي عبدالجليل,PRED
WM-1933-08-02-0007_39_Column-37-92,بن حاج حسن اين ايله بݢيمان يڠ,بن حاج حسن اين ايله بݢيمان يڠ,0.9830205364801166,بن حاج حسن اين ايله بݢيمان يڠ,PRED
WM-1933-08-02-0007_39_Column-37-95,-:برايکوت اين,بريکوت اين ,0.8919407914093882,بريکوت اين ,PRED
WM-1933-08-02-0007_40_Column-38-46,يڠبرکبون کچيل دان کتوا کمڤوڠ,يڠبرکبون کچبل دان کتوا کمڤوڠ,0.9867292754001096,يڠبرکبون کچبل دان کتوا کمڤوڠ,PRED
WM-1933-08-02-0007_41_Column-39-24,برنام ليم واه تله دتوده ملاريکن سئورڠ,برنامليم وامتله دتوده ملاريکن سئورڠ,0.7060047001447619,برنام ليم واه تله دتوده ملاريکن سئورڠ,GT
WM-1933-08-02-0007_41_Column-39-52,بودق ايت. ڤربچارأن اية تله دڤيندهکن,بودق ايت ڤربجارأن اية تله دفيندهکن,0.9928591033968674,بودق ايت ڤربجارأن اية تله دفيندهکن,PRED
WM-1933-08-02-0007_41_Column-39-79,تله دڤرنتهکن سڤاي مڠيکة ضامن دڠن,تله دفرنتهکن سفاي مڠيکة ضامن دڠ,0.8167677295244147,تله دفرنتهکن سفاي مڠيکة ضامن دڠ,PRED
WM-1933-08-02-0007_41_Column-39-87,ساتو تڠݢوڠن سباڽق 100$ سڤاي,ساتو تڠݢوڠن سباڽق 100 $ سڤاي,0.9517694508492907,ساتو تڠݢوڠن سباڽق 100 $ سڤاي,PRED
WM-1933-08-02-0007_41_Column-39-94,برکلکوان بايک سلما 6 بولن.,برکلکوان بايک سلما 6 بولن,0.9874917215906247,برکلکوان بايک سلما 6 بولن,PRED
WM-1933-08-02-0007_42_Column-40-3,دالم تاهون 1876 دان تله ماسوق,دالم تاهون 1876 دان تله ماسوق,0.985887724728149,دالم تاهون 1876 دان تله ماسوق,PRED
WM-1933-08-02-0007_42_Column-40-8,ملايو کڤد ڤݢاوي دائره کوالا ڤيله6,ملايو کڤد فݢاوي دانره کوالا فيله6,0.9875364051885323,ملايو کڤد فݢاوي دانره کوالا فيله6,PRED
WM-1933-08-02-0007_42_Column-40-15,ڤمرقسا ڤوکوء٢ نيور ڤد 1 مرچ 1907,ڤمرقسا فوکو٢ڽ نيوور ڤد 1 مرج 1907,0.9636282794173832,ڤمرقسا فوکو٢ڽ نيوور ڤد 1 مرج 1907,PRED
WM-1933-08-02-0007_42_Column-40-18,دان تله برسارا دري ڤجابت ايت ڤد,دان تله برسارا دري ڤجابت ايت ڤد,0.9909632511964874,دان تله برسارا دري ڤجابت ايت ڤد,PRED
WM-1933-08-02-0007_42_Column-40-20,1 جنواري 1933. يڠدمکين ايت اي,1 جنواري 1933 يڠدمکين ايت اي,0.9218581879348776,1 جنواري 1933 يڠدمکين ايت اي,PRED
WM-1933-08-02-0007_42_Column-40-22,تله بکرج 30 تاهون ددالم جواتن,تله بکرج 30 تاهون ددالم جواتن,0.9683066614983024,تله بکرج 30 تاهون ددالم جواتن,PRED
WM-1933-08-02-0007_42_Column-40-28,ادله ددالم ايڠاتن يأيت ڤداول,ادله ددالم ايڠاتن يأيت ڤداول,0.9469871400610865,ادله ددالم ايڠاتن يأيت ڤداول,PRED
WM-1933-08-02-0007_42_Column-40-52,دان 1915 اي تله خاص برهرݢ ڤد,دان 1915 اي تله خاص برهرکڤد,0.9955589392553916,دان 1915 اي تله خاص برهرکڤد,PRED
WM-1933-08-02-0007_42_Column-40-54,منچاري دان ممبريتاو دريحال بلالڠ٢,منچاري دان ممبريتاو دريحال بلالڠ٢,0.998985632463347,منچاري دان ممبريتاو دريحال بلالڠ٢,PRED
WM-1933-08-02-0007_42_Column-40-56,دان مڠواسسکن اورڠ٢ ملايو کران,دان مڠواسکن اورڠ٢ ملايو کران,0.98636505986127,دان مڠواسکن اورڠ٢ ملايو کران,PRED
WM-1933-08-02-0007_42_Column-40-59,ممبناسکن بلالڠ٢ ايت. دمکينله,ممبناسکن بالڠ٢ ايت دمکينله,0.9206449170634335,ممبناسکن بالڠ٢ ايت دمکينله,PRED
WM-1933-08-02-0007_42_Column-40-70,کوالا ڤيله تله منجادي سڤرکارا يڠ,کوالا فيله تله منجادي سڤرکارا يڠ,0.9184563111335929,کوالا فيله تله منجادي سڤرکارا يڠ,PRED
WM-1933-08-02-0007_42_Column-40-73,مستحق ڤد داڤت مڠادکن اورڠ٢,مستحق ءد دافت مڠادکن اورڠ ٢,0.5943312598330036,مستحق ڤد داڤت مڠادکن اورڠ٢,GT
WM-1933-08-02-0007_42_Column-40-80,تله مڠݢالقکن تنامن بنيه٢ ڤادي,تله مڠݢالقکن تنامن بتيه٢ قادي,0.9925883773554981,تله مڠݢالقکن تنامن بتيه٢ قادي,PRED
WM-1933-08-02-0007_42_Column-40-82,يڠبايک ددائره کوالا ڤيله.,يڠبايک ددائره کوالا فيله,0.9839980284080405,يڠبايک ددائره کوالا فيله,PRED
WM-1933-08-02-0007_42_Column-40-85,دالم 12 تاهون يڠلڤس انچيء,دالم 12 تاهون يڠلڤس انجي,0.9876585309939085,دالم 12 تاهون يڠلڤس انجي,PRED
WM-1933-08-02-0007_42_Column-40-87,عبد الجليل تله بکرج دباوه توان بارنس,عبد الجليل تله بکرج دباوه توان بارنس,0.9904871078554202,عبد الجليل تله بکرج دباوه توان بارنس,PRED
WM-1933-08-02-0007_42_Column-40-94,ايت تنتڠ کتتاڤن سرت ڤڠتهوانڽ,ايت تتڠ کتتأن سرت فڠتهوانڽ,0.9884414112225579,ايت تتڠ کتتأن سرت فڠتهوانڽ,PRED
WM-1933-08-02-0008_43_Column-41-1,خطبه حسين عباس (سلاڠور) د مصر.,خطب حسين عباس سلاڠور دمصر,0.7263929180882497,خطبه حسين عباس (سلاڠور) د مصر.,GT
WM-1933-08-02-0008_43_Column-41-4,(سمبوڠن درڤد موک5),سمبوڠن درڤد موک 5,0.9767859154634224,سمبوڠن درڤد موک 5,PRED
WM-1933-08-02-0008_43_Column-41-10,دهداڤن سهاج درڤد بڠسا٢ لاين اتو,دهداڤن سهاج درڤد بڠسا٢ لايناتو,0.8411031834610079,دهداڤن سهاج درڤد بڠسا٢ لايناتو,PRED
WM-1933-08-02-0008_43_Column-41-12,مڠهابيسکن اوڤاي سڤاي بڠساڽ ايت,بمڠهابيسکن اوفاي سڤاي بڠساڽ ايت,0.7179455206174777,مڠهابيسکن اوڤاي سڤاي بڠساڽ ايت,GT
WM-1933-08-02-0008_43_Column-41-24,تنامن٢ اتو ددالم ڤرکارا کارڠ مڠارڠ,تتامبن٢ اتو ددالمڤرکاراکارڠ مڠارڠ,0.8087773452108822,تتامبن٢ اتو ددالمڤرکاراکارڠ مڠارڠ,PRED
WM-1933-08-02-0008_43_Column-41-27,مک يڠ تيدق برݢون سکالي ايله يڠ ديم,مک يڠ تيدق برکونسکالي ايله يڠ ديم,0.9548289537774205,مک يڠ تيدق برکونسکالي ايله يڠ ديم,PRED
WM-1933-08-02-0008_43_Column-41-29,سهاج روڤ٢ تأماو اتو تاکوة مڠأڠکت,سهاج روڤ٢ تأماو اتوتاکوة مڠاڠکت,0.8183798410513349,سهاج روڤ٢ تأماو اتوتاکوة مڠاڠکت,PRED
WM-1933-08-02-0008_43_Column-41-32,کڤلا سوک هاتيڽ دان سنڠ ڤراسأنڽ,کڤلا سوک هاتيڽ دان سنڠ فراسأنڽ,0.9154683128528261,کڤلا سوک هاتيڽ دان سنڠ فراسأنڽ,PRED
WM-1933-08-02-0008_43_Column-41-34,جک ترلڤس باتڠ ليهيرڽ سهاج.,جک ترلقس باتڠ ليهيرڽ سهاج,0.863729255897064,جک ترلقس باتڠ ليهيرڽ سهاج,PRED
WM-1933-08-02-0008_43_Column-41-41,لاݢي ڤداڽ (لاکي٢) تمڤت تومڤو,لاکني فداڽ لاݢي٢ تمڤت تومڤو,0.7381095674568783,لاݢي ڤداڽ (لاکي٢) تمڤت تومڤو,GT
WM-1933-08-02-0008_43_Column-41-48,سسوات ترڤولڠ کڤد ديري,سسوات ترڤولڠ کڤد ديري,0.8245539769704326,سسوات ترڤولڠ کڤد ديري,PRED
WM-1933-08-02-0008_43_Column-41-56,کلمة امانة يڠترتوليس دداهيڽ. مک,کلة امانة يڠترتولين دداهيڽ مک,0.9471131440653959,کلة امانة يڠترتولين دداهيڽ مک,PRED
WM-1933-08-02-0008_43_Column-41-63,سلڤس هاري ماتيڽ، اڤ لاݢي,سلڤس هاري ماتين ائ لالکي,0.9133843996879231,سلڤس هاري ماتين ائ لالکي,PRED
WM-1933-08-02-0008_43_Column-41-75,دان تراوڠکيله کلمة يڠدکتاکن,دان تراوڠکيله کلة يڠدکتاکن,0.984815598390353,دان تراوڠکيله کلة يڠدکتاکن,PRED
WM-1933-08-02-0008_43_Column-41-79,عقل کڤد برفيکر يڠ سلما ايت,ععقل کڤد برفيکر يڠ سلما ايت,0.8756607016618088,ععقل کڤد برفيکر يڠ سلما ايت,PRED
WM-1933-08-02-0008_43_Column-41-82,برݢنتوڠ کڤد مڠيکوت دان لواسله,براݢتوڠ کڤد مڠيکوت دان لواسله,0.9335273603941805,براݢتوڠ کڤد مڠيکوت دان لواسله,PRED
WM-1933-08-02-0008_43_Column-41-84,جالن اورڠيڠ هندق مڠادکن سسوات,جالن اورڠيڠ هندق مڠادکن سسوات,0.9333163603915233,جالن اورڠيڠ هندق مڠادکن سسوات,PRED
WM-1933-08-02-0008_43_Column-41-87,فائدهڽ ايت کمبالي کڤد رامي.,فاندهڽ ايت کمبالي کڤد رامي,0.9814465238462601,فاندهڽ ايت کمبالي کڤد رامي,PRED
WM-1933-08-02-0008_44_Column-42-4,ايله ترلتقڽ دأتس جنجوڠن کيت,ايله ترلقڽ دأتس جنجوڠن کيت,0.9933948613033174,ايله ترلقڽ دأتس جنجوڠن کيت,PRED
WM-1933-08-02-0008_44_Column-42-9,يڠدمکين چوباله تيڠوق بکس اݢام,بڠدمکين چوباله تيڠوق بکس اکام,0.975622132405289,بڠدمکين چوباله تيڠوق بکس اکام,PRED
WM-1933-08-02-0008_44_Column-42-11,اسلام ددالم اݢام برهالا دان بکس,اسلام ددالم اݢام برهالا دان بکس,0.9799632188742649,اسلام ددالم اݢام برهالا دان بکس,PRED
WM-1933-08-02-0008_44_Column-42-13,اݢام٢ يڠلاين ددالم اݢام برهالا,اݢام٢ يڠلاين ددالم اݢام بهالا,0.8126076200492477,اݢام٢ يڠلاين ددالم اݢام بهالا,PRED
WM-1933-08-02-0008_44_Column-42-16,جوݢ مک سبلوم ظاهر اݢام اسلام,جوݢک مک سبلوم ظاهر اݢام اسلام,0.8510075976298708,جوݢک مک سبلوم ظاهر اݢام اسلام,PRED
WM-1933-08-02-0008_44_Column-42-21,ترلمڤوله کمبڠڽ دسرات٢ تمڤت يأيت,نرمفوله کمبڠن دسرات٢ تڤت يأيت,0.639045492227604,ترلمڤوله کمبڠڽ دسرات٢ تمڤت يأيت,GT
WM-1933-08-02-0008_44_Column-42-33,عراق دان لاينڽ سڠݢهڤون بݢيتو لواس,عراق دان لاينڽ سڠݢهڤون بݢيتو لواس,0.9049803203714022,عراق دان لاينڽ سڠݢهڤون بݢيتو لواس,PRED
WM-1933-08-02-0008_44_Column-42-35,کمبڠڽ اݢام مسيحي ايت تيدقله,کمبڠ اݢام مسيحي ايت تيدقله,0.8501140357540912,کمبڠ اݢام مسيحي ايت تيدقله,PRED
WM-1933-08-02-0008_44_Column-42-41,اورڠ٢ عرب ايت ڤد حال اورڠ٢,اورڠ ٢ عرب ايت فد حال اورڠ ٢,0.88682676379166,اورڠ ٢ عرب ايت فد حال اورڠ ٢,PRED
WM-1933-08-02-0008_44_Column-42-50,کتانه شام. سباليکڽ ڤول اورڠ٢ عرب,کتانه شام سباليکڽ ڤول اورڠ٢ عرب,0.9596518647506008,کتانه شام سباليکڽ ڤول اورڠ٢ عرب,PRED
WM-1933-08-02-0008_44_Column-42-53,ايت داڤت مڠݢوناکن تيفو دايڽ,ايت دافت مڠݢوناکن تيفو داين,0.9789092622419897,ايت دافت مڠݢوناکن تيفو داين,PRED
WM-1933-08-02-0008_44_Column-42-58,نصراني نجران کدالم اݢام بهالا.,نصراني نجران کدالم اݢام بهالا,0.8996454922878513,نصراني نجران کدالم اݢام بهالا,PRED
WM-1933-08-02-0008_44_Column-42-65,کواس مريکئيت مڠالهکن اورڠ٢,کواس مريکئيت مڠالهکن اورڠ٢,0.9850998105902421,کواس مريکئيت مڠالهکن اورڠ٢,PRED
WM-1933-08-02-0008_44_Column-42-68,عرب دڠن مڽتاکن مڽمبه برهالا ايت,عرب دڠن مڽتاکن مڽمبه برهالايت,0.998393442199784,عرب دڠن مڽتاکن مڽمبه برهالايت,PRED
WM-1933-08-02-0008_44_Column-42-72,سبنر دان بݢيتو جوݢ تيدق داڤت,سبنر دان بݢيتوجوݢ تيدق دافت,0.9678181938230047,سبنر دان بݢيتوجوݢ تيدق دافت,PRED
WM-1933-08-02-0008_44_Column-42-75,مريکئية مڠالهکن اعتقأد٢ اورڠ فرسي.,مريکئية مڠالهکن اعتقأد٢ اورڠ فرسى,0.8880361192120276,مريکئية مڠالهکن اعتقأد٢ اورڠ فرسى,PRED
WM-1933-08-02-0008_44_Column-42-77,ڤدحال اعتقاد برهالا ڤد اورڠ٢ عرب,ڤدحال اعتقاد بره الائد اورڠ ٢ عرب,0.9826806315242729,ڤدحال اعتقاد بره الائد اورڠ ٢ عرب,PRED
WM-1933-08-02-0008_44_Column-42-85,مڠاعتقادکن سسوات ايت تتکل لام,مڠاءتقادکن سسوات ايت تتکل لام,0.9506324568231774,مڠاءتقادکن سسوات ايت تتکل لام,PRED
WM-1933-08-02-0008_44_Column-42-87,ماسڽ تنتو سهاج برسداره سداݢيڠ,ماسڽ تنتوسهاج برسداره سداݢيڠ,0.939671534993431,ماسڽ تنتوسهاج برسداره سداݢيڠ,PRED
WM-1933-08-02-0008_44_Column-42-90,اورڠيڠ ممݢڠڽ. استميوا لمه دان تيدق,اورڠيڠ ممݢڠڽ استميوالمه دان تيدق,0.9821690706367481,اورڠيڠ ممݢڠڽ استميوالمه دان تيدق,PRED
WM-1933-08-02-0008_44_Column-42-92,اوڤاي اورڠ٢ نصراني دان يهودي,اوڤاي اورڠ٢ نصراتي دان يهودي,0.9986102966171653,اوڤاي اورڠ٢ نصراتي دان يهودي,PRED
WM-1933-08-02-0008_45_Column-43-4,هابسله تربڠ سݢل برهالا ايت دان,هابسله تربڠ سݢل برهالا ايت دان,0.9854501823109929,هابسله تربڠ سݢل برهالا ايت دان,PRED
