ground_truth,prediction,confidence
(135) جاڠن ترتاوا ڤد اورڠيڠ دداتڠي,135 جاڠن ترتوا ڤد اورڠيڠ دداتڠي,0.9662220882625815
جراݢن بوديمان، باين بوديمان دان,جراݢن بوديمان باين بوديمان دان,0.9817740768668102
مستي تربوک دسياسة دبنچي,مستي تربوک دسياسة دبنچي,0.9878811014437648
دويت دان اي سوک هندق منجوال بارڠ٢,دويت دان اي سوک هندق منجوال بارڠ٢,0.9639025400555662
اا. کارڠن٢ يڠ مڠݢمبرکن حال ملايو,11 کارڠ٢ يڠ نڠمبرکن حال ملايو,0.9464952420323022
جالنراي منمفوهي ملي ريزابيشين,جالنراي منمفوهي ملي ريزابينشيين,0.7555377745936371
موک 3,موک 3,0.970553246296856
سربوق دوية سکران تأهضم,سربوق دوييدس کران تاهضم,0.899739801923417
باڽق سورتخبر٢ دان مجله٢ - دان,باڽق سورتخبر٢ دان مجله٢  دان,0.9527411775807577
دان تيروان.,دأن تيروان,0.8811094863103658
هرݢ 20 سين.,هرݢ 20 سين,0.9950894516034966
موک 5,موک5,0.8079035435118148
"تراسيڠ بدنڽ درفد بيسيڠ, سرتفول لبه سمفرن",تراسيڠ بدنڽ درفد بيسيڠ سرتقول لبه سمفرن,0.9500547967208784
روکمبولڽ باݢوس جوݢ - ݢمر,روکبولڽ باݢوس جوک  ݢمر,0.9089745768256938
اڤبيل تيڤو فاهيت دجامه,اڤيل تيڤو قاهيت دجامه,0.9484028169805568
ملايو بتول ايسيڽ. نماڽ فون داݢغ،,ملايو بتول ايسبن نماڽ فون داݢڠ,0.8974407604768245
امڤت دالم الور ݢاجه مک اي تله داتڠ,امڤت دالم الور ݢاجه مک اي تله داتڠ,0.9748218467614679
بهارو اين - بلوم اد يڠ تربيلڠ اتو,بهارو اين  بلوم اد يفترييلڠ اتو,0.9517344314795809
کارڠن٢ چريتا دان سباݢيڽ يڠ منيرو,کارڠن ٢ چريتا دان سباݢين يڠ منيرو,0.979502052244744
همڤير جادي نبي٢ سکلينڽ.,فنفير جادي نبي ٢ سکلينڽ,0.8926872024851646
کيت اکن منوليس منولقکن کاروة,كيت اکن منوليس منوقکين کاروة,0.9429213782616127
ملايو سموا دالم بهاݢين توا اين،,ملايو سموا دالم بهاݢين توا اين,0.9807066930024696
دهولو اورڠملايو تله مولأي,دهولو اورڠملايو تله مولأي,0.9921748495288274
فول اد داي اوفاي کران اورڠ٢,فول اد داي اوڤاي کران اورڠ 7,0.9140195691335301
فڠيدف٢ برجݢاله سبلوم ملارة کجادينڽ,ففيدف٢ برجݢاله سبلوم ملارة کجادينڽ,0.9495166864815345
دهداڤن توان بي. ايڤ. بريج دمحکمه دأيره,دهداڤن توان بي ايڤ برج دمحکمه دأيره,0.9725405096646159
مک سجم کمدين کدوڽ ايت,فک سجم کمدين کدوڽ ايت,0.9090357233308702
تتڤله ڽات کدافتن بودي,تتڤله ڽات کدافتن بودي,0.773966128958682
دان شعر٢ - تتافي سهابيس تواڽ,دان شعر٢  تتافي سهابيس توان,0.9256612597504897
سقساڽ بسر دتڠݢوڠ برت,سقساڽ بسر دتڠݢوڠ برت,0.9727459317851529
(117) کات ڤڤاته ملايو (اورڠ برماين,117 کات ڤثاته ملايو اورڠ برماین,0.8440840707926396
کات فلاطون ڤنديت يونان.,کات فلاطون ڤنديت يونان,0.9832587782681395
کدفاتن ادفون سݢل کادأن يڠ,کدفاتن ادفوت سݢل کادأن يڠ,0.9043217073765201
مان يڠ اد سديکية٢ حال ملايو ددالمڽ,مان يڠ اد سديکية٢ حال ملايو ددالمڽ,0.9850273422697995
اوله کراجأن مڠمبيل سيوا ککواڠ.,اوله کرجأن مڠمبيل سيوا ککواڠ,0.9284772445325518
بندر فوسة کراجأن ددالم بنوا ايروفه,بندر فوسة کراجأن ددالم بنوا اليروفه,0.9391977509501033
بارڠ دسيمفن دالم سبواه فتي يڠ,يابرڠ دسينفن دالم سبواه فتي سه,0.6961352842999831
دتندا تاڠني اوله اورڠ٢ ملايو کمفوڠ,دنتدا تاڠني اوله اورڠ ٢ ملايوکمفوع,0.9038270581527473
(سمبوڠن درفد موک 5),سمبوڠن درفد موک 5,0.9512506532891629
ايت اداله سئورڠ فرمفوان مودا يڠ,يت اداله سئورڠ فرمفواڽ مودايڠ,0.8505131098815399
يڠ چنتيق٢ ايت سبب دوا تاهون ترلبه,يڠ چنايق٢ ايت صبب دوا تاهون ترله,0.8664491320867006
لاݢي هوده يڠتياد بوله دامفماکن,لاݢي هوده يڠتياد پوله دامفماکن,0.9300637719553188
لاين٢ لاݢي سمواڽ ايت بوکن حق,لاين٢ لاݢي سمواڽ ايت بوکن حق,0.9620756378305101
بݢيمان الله لتاکن مريک يڠبربواة,بݢيمان الله لتاکن مريک يڠبربواة,0.9490000709432999
ترجمه بتول دري بهاس لاين - چارا,ترجمه بتول دري بهاس لاين  چارا,0.95932891813409
ايفوه دان فولو فينڠ.,ايفوه دان فولو فينڠ,0.9608446065771155
مڠنڠ بودي اية ايله يڠکلق جادي سجاهة٢,مڠنڠ بودي اية ايله يڠکاق جادي سجاهة٢,0.981074911985994
ملي ريزابيشين.,ملي ريزابيشين,0.9059704886050427
بستمام، يتيم مصطفى، سليندڠ دليما،,بستمام يتيم مصطفى سليندڠ دليما,0.8738055141424437
ددالم بولن جون 1934 تله دمنتا,ددالم بولان جون 1934 تله دنتيا,0.8301354859715703
زمان اين سموا برفراتوران دمکين,زمان اين سموا برفراتوران دمکين,0.9201242234693557
دبواة بسر تألاکو، تأ تربلي اوله,دبوة بسر تأ لاکو تأ تربلي اوه,0.8730709038603022
کلواردرفد بيليق منديڽ دان برکات,کلواردرفد بيليق تندبڠ دان برکات,0.8005509249569214
26 مي 1938,1938 مي 26,0.7390147796015732
انقراج - راجأن بسر٢  - برفرڠ -,انقراج  کراجأن بسر٢  برفڠ ,0.9013067546584206
يڠبنر,يڠبݢ,0.760518970034009
فرکارا٢ يڠ لبه ککل.,فرݢارا٢ يڠ لبه ککل,0.929451107007904
ايت ممدأي انتوق مڽتاکن معنى,ارت ممدأي انتوق مڽتاکن معنى,0.948154096427942
کبتولن سي فنجالن موتوربس ايت,کبتوان سي فنجالن موتوربس ايت,0.9594763600097707
بارڠ دالم ساتو تمفة يڠترمتري ادکه,يابرڠ دالم سألو تمنفة يڠترنتري ادکه,0.7884704091683826
اݢام دالم بهاݢين لام تادي - امفام,اݢام دالم بهاݢين لام تادي  امفام,0.9674541205077357
برمبوة هيتم دان موکاڽ برکدوة٢,برتجبة هيام دان موکان برکدوة٢,0.7853376078942982
تتافي افکل دچريکنڽ استريڽ ايت,تتافي فکل دچريکنڽ استريڽ ايت,0.9637588400864621
دبڠکيتکن کمدين  درفداڽ سئورڠ,دڠکيتکن کمدين درفدان سئورڠ,0.8354475910287937
دڠن سݢرا,فن کرا,0.6377236945081576
يڠ لايق منريما هديه سباݢي جوهن,يڠ لايق منريما هديه سناݢي تجومز,0.8437292871347061
هندقله جاڠن کامو لوڤ اکن بلاء ددالمڽ,هندقله جاڠن کامولوڤ اکن بلاء ددالمڽ,0.9795763874110176
کانن ڤد منولڠ کيت ددالم دنيا اخرة.,کانن ڤد منولڠ کيت ددالم دنيا الخرة,0.9452144043162096
تروس سمفي ماس اين. جادي,تروس سفني ماس اين جادي,0.8152472359152128
کمدين درفد دبوک کونچي دان,کمدين درفد ديوک کونچي دان,0.8924640583013049
باݢي مڠاتورکن کمڤوڠ دمقيمڽ.,باݢي مڠاتورکن کمڤرڠ دمقيمنڽ,0.9072033158350591
ايسيڽ باڽق فيکران٢ بيجقسان دان,ايسيڽ باڽق فيکران٢ بيجقسان دان,0.9295860456344881
قوم⹁ نصيحة٢ - چريتا دان تواريخ,قوم نصيحة٢ چريتا دان تواريخ,0.9238281958680049
توان،,توان,0.9479869163457446
چارا بهاس ملايو بتول اورڠ٢,چارا بهاس ملايو بتول اورڠ٢,0.9971249064759052
فتري٢⹁ ديوا٢ کياڠن لاݢي -,فتي٢ ديوا٢ کيڠن لاݢي ,0.8531753341737828
شعر٢ڽ، حکاية الف ليلة باݢي,شعر٢ڽ حکاية الف ليلة باݢي,0.9895236608221061
فرتݢاڠن بنوا ابروفه ايت.,فرتکاڠن بنوا ابروفه ايت,0.944189913056018
جاکرتا 13 اوݢسة -,جاکاڽتا 13 اوڽسي س,0.6693577132278538
ڠو دين دييم.,ڠو دان دايم,0.697484523792859
فکرج٢ چيتق,فکرj2 جييق,0.6258653699475404
يڠ موݢوء,موکوء,0.8867867597143206
کوڠݢريس سدڠ مناريکن تارين,کوتکربس سدڠ منارين تارين,0.7662808608318669
بهاکين دالم فيستا ايت,بهاکين دالم فيستا ايت,0.8744637070611813
دنݢري فهڠ يڠ موندور سکالي، تله برتوکر,دݢري نڠه يڠ موندور سکالي تله برتوکس,0.8002179286913591
کمدين باڠسون فول فوان,کسيدين باڠيون نول فران,0.6751815091186817
باپق سکالي برسوڠة تنتڠ,بابن سکالی برسوڠة تنتڠ,0.7900280112488574
ݢبنور ملاک تون حاج,کbserv سلکا تون حاج,0.6344213868819291
مليسيا تله ترچادة,مليسيا تله نرجةا,0.6431376507724701
دالم مانيفيستو,دالم مانيفيستو,0.9524630920901098
کجيأن سيدڠ کمونچق:,کچيأن سيدڠ کمونچق,0.8422982046357357
کاجڠ13 اوݢسة - ستياوسها اݢڠ فارتي بݢارا فرسکتوان,کلڠيڠ 10 ارکة  ستيروسها ݢوڠ فارتي تکاروا فرسکتوان,0.6973305476037545
تانه ملايو. أ. محمد شهاربرمحمد جالي مپتاکن دسيني بهوا فارتي,تاتله ملايو ا محمد شيار بن محمد جالي مبتآلن دسيني بهرا فارتي,0.7382009422705107
اولهراݢا مسلمين,اولهراتا مسلمين,0.8956596903082308
-تون حاج عبد الرازق،,توب حاج عيدان ريا,0.5642998807656258
تيمبسن فردان منتري,تيمببن فردان مڠنڽ,0.6760344500002208
104 اورغ اهل۲ فارتي فمبڠکڠ,104 اورڠ اهل٢ فارتي فيمپݢ,0.8449903149567786
کتورنن يهودي,کنورن بهودي,0.8695051961108414
جالن راي انتارا هوي دان,جالس راي انترا هويي دان,0.669254004791198
کفد کمنترين فلاجران.,کفد کمنترين فلاجيان,0.7295160411947023
ڬورو سکوله ملايو درفد,کورو سکوله ملايو درست,0.8819555620583246
"جوهر، برکات: ""تارين",جو汶 برکات تارايس,0.5710414919918128
تامن ݢمالاساري يڠ دسومبڠکن,نامم کمالاساري يڠ دسومبڠکن,0.6992548927420905
تيݢ کرتس کرج دکموکاکن اوله تيݢ سيسوا، لفاسن يونيبرسيتي ازهر دان,تيک کرتس کرج دکموکاکن اوله نيک سيسوا للفاسن بونيرسيني ازهر دان,0.8326026108224082
يو، فردان منتري سيڠافورا,بتو فردان منري سيڠافروا,0.7071228292046138
بارو٢ اين.,بارو٢ اين,0.9233589875751094
مليسيا ايت مک چواڠن فاس,مليسايا ايت مک چواثن فاس,0.748580570061545
کفد سمبوتن٢ هيبة يڠ دبريکن,سسين 2 هبة لè دبرکن,0.472479481166854
فرجواڠن مڠمبڠکن بهاس کبڠسأن,فرجوالن مڠمڤفن بهاس کڠسأن,0.6975998730345251
کران چدرا.,تران حدرا,0.5693553122020353
مريک اخرڽ برجاي ممبواة ݢول,مريك اخرن بڽجاي ممجة ݢول,0.5083426916252759
مارينو منجاتوهکن نام بايکڽ,مارلو منجالونهکن نام بايکن,0.7455160319222627
سرت مپالهکن فريسيدنة,سرت مالهکن نيسيدن,0.7509570009479583
جاکرتا 16 اوݢسة -ا,جاکارتا 16 اورکية 17,0.8457393252466755
کفلسلمڽ تله کمبالي کلاموة,فلمل汶 تله تمبالي ݢلاوة,0.7292786706972755
"چينا ايت ........."".",جيا الت,0.4097469269560984
بيلا أ، ارشد مپبوة فرکنأن,ببلا ايرخد مببسرة فرکأن,0.5921139337584418
کراجأن کينيا هاري اين تله,بکر جأن کينيا هاري اين تله,0.6814376512523125
منافيکن بريتا يڠ مڠتاکن نݢري,مدينينج بريتا يڠ مفتاکن تکري,0.6314135568634937
تامن کالڠ کاواسن فراوسهأن,تامه کانڠ کاووسن فراوسهن,0.8384391719209562
نوتيس تنتڠ چداڠن٢ انتوق,لرئيس نتڠ جداغن٢ النوق,0.8169710715482074
منجاديکن سبهاݢين درفد تامن,مجدين سبهاکين درفد تمن,0.719600527064117
تيدق برنصيب بأيک,تديق يرنصي بأيک,0.6994928783919794
اورڠ ملايا هاڽ برچاکف ملايو,اورڠ ملايا han براکاڤ مليان,0.6752351630378224
تله دباوا کديوان ايت سچاراتر ݢسا٢,تله دباوا کديوان ايت سچاراترکسا٢,0.9636318950020456
تنفا ممبري فلواڠ کفد اڠݢوت٢ ديوان,تنفا ممبري فلواڠ کفد اڤݢوت٢ ديوان,0.949195718243337
مريک برتمبه بايک دان برتمبه,مربك برتبه بايک دان برتمه,0.5534224127012906
کانق، 4.30 ريحة.,کڽݢ 30 ريهة,0.6518954073537218
فرمنتأن وانيتا 5.30 لاݢو٢,فستان وانيت 530 لاک٢,0.738514657778399
رمفاين. 3.45 هرݢ,رمينان 345 فرک,0.607751754484643
اچارا٢ يڠ فنوه دڠن اونسور,چاوا ٢ اڠ فنوه دڠن اونسور,0.8211351730214457
بودايا، منچرمينکن چارا هيدوف,بودوبا منجرمينک چاراهيدوف,0.8041110851490684
برکات بهوا سکيراڽ مليسيا,بجکات بهوا سکمران مليسيا,0.7922485582007789
اين.,الان,0.30682111302992837
بهوا اد ستڠه ݢولڠن يڠ تيدق,برد ان سڠة کولڠي يم تيدن,0.638736445045082
اسلام زمان سکارڠ، تتافي,اسلام زمان سکارڠ ناساف,0.6955340917921042
دري سݢي کأݢمأن، ددافتي,دري سسکي کاکمن دادان,0.7630911395984981
لاݢي دبله سمولا دان,لاکي دبله سمولا دان,0.9390416522555841
کران مسءله فمرهاتي٢ يڠ,کران مسئله فرمان٢,0.667448211514887
اوله ايت فرتموان,اوله ايت غرנגרان,0.5499700038699492
کوليم 22 اوݢس - فݢاوي,کوليم 22 اورڠ  نڬاري,0.875802057597818
مشوارة اݢوڠ ݢابوڠن امفة,مشداوة تڠورڠ کي وتيڠ لمعة,0.5042572575994062
کسلامتن اوتارا ملايا اکن,کاسلاوتن اوتارا اين لاڽ,0.517743816963107
سيڠافورا,سبڠافورا,0.9296653062180507
مجلس ماکن مالم,مجلسي ماکن مالم,0.855305915237785
سمبوة مليسيا,سموة مليسا,0.955052988615602
سيڠافورا 22 اوݢسة ساتو,سيڠافور 22 اوکس فا ساتو,0.6699489216114815
فرتنديڠن اخر سيفق راݢ,فرتنديف اڠ سسيق راݢ,0.6475248963036816
ملينتڠ باݢي مربوتکن فيالا,مليتڠ باݢي مربونکن فيلا,0.7846258138835547
فونتيان 22 ا ݢسة – فاسوقکن بليا سيفق راݢ جاريڠ تلوق,فوتين 22 اوکسہ  فاسوفکن بنيا سبقن راک جاريڠ بلوق,0.8177283419132956
کرڠ برجاي مپندڠ جوهن سيفق راݢ جاريڠ فونتيان سلاتن دڠن,کرگ برجاي مندع جوهن سيفق رکن جادير فونتيان سلاتن دن,0.759159764555063
مڠالهکن فاسوقکن بليا فنيروء دڠن دوا فرمأينن بربانس ساتو.,منالهکن فاسوفکن بناي فيرو دأن دوا فردانين براساس سانو,0.7176978030425003
کات فاس فڠاروه,کات فاسن فڠاروه,0.8556948237710628
فرايکاتن مروسوة،,فر ايكاتن مروسوة,0.8299624460332451
فاس سوده ماتي,فاسي سرده ماتي,0.9066704733336544
فارية بونتر 23 اوݢسة -,نارية بوتير زد لاکسة 4,0.5233442903941463
بن عبدالجليل، نأيب فڠروسي,بن عبداججلن نابي فغروسي,0.7925487861270549
امنو ملايا يڠ اکن دادکن دبالي,ايهت ملانيا يڠ اکن دادکن ديالي,0.6417611163234552
فوستݢ ايسوق 23 اوݢسة.,فووسکا ايدوت ايش اركسة,0.6364683794590326
مليسيا 31 اوݢسة، تتافي اد,مелиسايا ال اوکنє تانڤي اد,0.49014551332013845
ايبو امنو چواڠن بنتوڠ اکن,ابو امو جواثان بيوڠ اکن,0.6882454485681556
مشتوارة اݢوڠ تاهونن فرساتوان,عميداره اکوڠ يامهرس فرسالون,0.5308666568155909
ايت دسيني ميڠݢو لالو.,ات دسيني ميعان للو,0.6196951488559128
کبيجقسنأن انتوق ممبريکن,کيسنجسان التين ميرياکسن,0.503926698053512
مڠوکور دري فرسيافن٢,مقيم کيرو دنرى فرسيا سال ٢,0.4817523290932943
فرواکيلن,فرواکيلن,0.9442039573355454
سوڠي سيفوة 25 اوݢسة -,موني سيڤوة 25 ارلسة 19,0.5938108697436677
فرمنتأن سوکرامي، 10.30,1030,0.9663835559183656
بڠساون داودارا، 11 ديندڠ,بمساوا دارولار 11 ديسن,0.6307480851741161
دري بارة، 11.30 سينندوڠ,دري باره 1130 سيندين2,0.6904897379658502
فرڠ، تريندق کيمف انتوق ملقسانکن کموداهن٢ کنتين,ڤرڠ تردقک کليف التوق ملقسالگن کوداس٢ کستين,0.6251696069847146
باݢي اورڠ٢  فريمن دتريندق کيمف. ملاک بݢي تيمفوه 1,باݢي اورن٢ فريدين دتريندق کيف ملاک باݢي نيبة 6,0.7639892106883787
نوبمبر 1963 هڠݢ 31 هاريبولن اقتوبر 1964. بوتیر۲,لو سبب 1963 مڠک 31 هاريبولن اکتوبر 1964 بدي تير 2,0.6996933358020739
کونتريق دان بوراڠ٢ تاوارن بوله ددافة درفد فڠروسي دعلامة,کرتريق دان بولاا 27 ناوين بولا ددادية فندنڤوسى دعالة,0.5229153415354714
بارو تربية,بارو ترييا,0.713843342740449
