ground_truth,prediction,confidence
تله دکالهکن اوله جفون دڠن,Dekelkhan olhe jefun dمتن,0.4124632484772204
عسکر يڠ برتنتاڠن دڠن تلوق ايت.,عسكر يڠ برتنتاڠن دڠن تلوق ايت. ,0.8793232582269901
يهودي دان دجال ايت.,بهودي دأن دجال ايت. ,0.8756062574195708
قوم کلوارݢاڽ دالم بهاݢين تنامن دان,قوم کلوار کاڽ دالم بهاکين تنامن دان ,0.702488758221766
"ممبوبرکن ""ديوان هارين ݢيري","""نورونکي ""دوبن هارون کري""",0.4951209938241201
فرواکيلن فاکيستان، ولو,رواکين فاکستن.ول,0.5312631092320002
منانمکن فيکران ظالم، دان مضرة,منانمکن فيکران ظالم، دان مضرة,0.8699610755350973
منچوب لاين٢ بندا تتاڤي تيدق برݢون,منچربلاين٢ بنداتنافي تيدق برݢون,0.946512851600972
تلوق انسين 21 اوݢسة -,تلوق الاسين 21 اوكسرة -,0.7044005524635366
أ. حارث صالح، برکات,; حارث بن صالم، بركان,0.6488051846062546
لياو چا يي دان لياو يون,ليبا جا بي دان ليباون,0.8472387195931753
بݢيمان الله لتاکن مريک يڠبربواة,بکيما الله لتاکن مريك يڠبرباوة,0.639715967061558
سيلف دان ککواڠن هارف معاف.,سيلف دان ککوراڤن هارف معاف.,0.8833286300446906
ملايو سموا دالم بهاݢين توا اين،,ملايو سموا دالم بهاݢين توا اين,0.9810129149805794
الله صلى الله عليه وسلم يڠسأمڤام اين,الله صلى الله عليه وسلم يغسأمقام اين,0.8903159457770884
ملايو بهاݢين لام تادي، سڠݢهفون,ملايو بهاݢين لام تادي، سڠݢهفون,0.9523692536411913
"مسلم""، تراوتماڽ داخن",سلمي، تبروتال دار,0.41115877461425954
بلنجا بريتيش دعراق., بنجا بريتيش دعراق.  ,0.6729780288911842
